"","GAME_ID","SEASON","GAME_DATE","AWAY_TEAM","HOME_TEAM","AWAY_TREND","HOME_TREND","VIEWERS","DAY","TIME","BROADCAST","ATTENDANCE","OVERTIME"
"28",21600032,"2016-17",2016-10-29,"NOP","SAS",35,19,23391,"Saturday","8:00 pm","NBATV",18418,"NO"
"29",21600033,"2016-17",2016-10-29,"POR","DEN",29,14,27076,"Saturday","9:00 pm","LOCAL",18055,"OT"
"30",21600034,"2016-17",2016-10-29,"MIN","SAC",14,14,22179,"Saturday","10:30 pm","NBATV",17608,"NO"
"31",21600035,"2016-17",2016-10-30,"UTA","LAC",44,32,28903,"Sunday","4:30 pm","LOCAL",19060,"NO"
"32",21600036,"2016-17",2016-10-30,"GSW","PHX",23,42,50617,"Sunday","6:00 pm","LOCAL",17011,"NO"
"33",21600037,"2016-17",2016-10-30,"SAS","MIA",32,38,32314,"Sunday","6:00 pm","LOCAL",19678,"NO"
"34",21600038,"2016-17",2016-10-30,"MIL","DET",45,48,12556,"Sunday","6:00 pm","LOCAL",15161,"NO"
"35",21600039,"2016-17",2016-10-30,"WAS","MEM",11,37,14195,"Sunday","8:00 pm","NBATV",15573,"OT"
"36",21600040,"2016-17",2016-10-30,"LAL","OKC",23,9,36658,"Sunday","7:00 pm","LOCAL",18203,"NO"
"37",21600041,"2016-17",2016-10-30,"DAL","HOU",28,18,24543,"Sunday","8:00 pm","LOCAL",18055,"NO"
"38",21600042,"2016-17",2016-10-31,"DEN","TOR",20,32,24322,"Monday","7:30 pm","NBATV",19800,"NO"
"39",21600043,"2016-17",2016-10-31,"CHI","BKN",42,58,33346,"Monday","7:30 pm","LOCAL",15842,"NO"
"40",21600044,"2016-17",2016-10-31,"SAC","ATL",16,32,23520,"Monday","7:30 pm","LOCAL",12501,"NO"
"41",21600045,"2016-17",2016-10-31,"PHX","LAC",41,25,22836,"Monday","10:30 pm","LOCAL",19060,"NO"
"42",21600046,"2016-17",2016-11-01,"ORL","PHI",32,23,21285,"Tuesday","7:00 pm","LOCAL",12529,"NO"
"43",21600047,"2016-17",2016-11-01,"HOU","CLE",37,17,45160,"Tuesday","6:00 pm","NBATV",20562,"NO"
"44",21600051,"2016-17",2016-11-01,"MIL","NOP",25,5,14356,"Tuesday","8:00 pm","LOCAL",15515,"NO"
"45",21600052,"2016-17",2016-11-01,"MEM","MIN",16,16,12816,"Tuesday","8:00 pm","LOCAL",14774,"NO"
"46",21600054,"2016-17",2016-11-01,"GSW","POR",15,32,37632,"Tuesday","10:00 pm","NBATV",19393,"NO"
"47",21600055,"2016-17",2016-11-02,"TOR","WAS",31,16,18661,"Wednesday","7:00 pm","LOCAL",19581,"NO"
"48",21600056,"2016-17",2016-11-02,"PHI","CHA",30,35,12396,"Wednesday","7:00 pm","LOCAL",15275,"NO"
"49",21600057,"2016-17",2016-11-02,"DET","BKN",68,46,12283,"Wednesday","7:30 pm","LOCAL",13650,"NO"
"50",21600058,"2016-17",2016-11-02,"HOU","NYK",36,42,22497,"Wednesday","7:30 pm","LOCAL",19812,"NO"
"51",21600059,"2016-17",2016-11-02,"LAL","ATL",25,40,22293,"Wednesday","7:30 pm","LOCAL",13800,"NO"
"52",21600060,"2016-17",2016-11-02,"NOP","MEM",8,28,11902,"Wednesday","8:00 pm","LOCAL",15881,"OT"
"53",21600062,"2016-17",2016-11-02,"DAL","UTA",24,69,10241,"Wednesday","9:00 pm","LOCAL",19318,"NO"
"54",21600064,"2016-17",2016-11-02,"OKC","LAC",11,23,32263,"Wednesday","10:30 pm","ESPN",19060,"NO"
"55",21600065,"2016-17",2016-11-03,"SAC","ORL",17,33,19494,"Thursday","7:00 pm","LOCAL",17026,"NO"
"56",21600067,"2016-17",2016-11-03,"DEN","MIN",14,16,15912,"Thursday","8:00 pm","LOCAL",11219,"NO"
"57",21600068,"2016-17",2016-11-03,"BOS","CLE",43,24,35052,"Thursday","8:00 pm","TNT",20562,"NO"
"58",21600070,"2016-17",2016-11-04,"ATL","WAS",38,15,21556,"Friday","7:00 pm","LOCAL",14663,"NO"
"59",21600071,"2016-17",2016-11-04,"MIA","TOR",28,35,16590,"Friday","7:30 pm","LOCAL",19800,"NO"
"60",21600072,"2016-17",2016-11-04,"CHA","BKN",27,44,12057,"Friday","7:30 pm","LOCAL",15775,"NO"
"61",21600074,"2016-17",2016-11-04,"LAC","MEM",21,17,11167,"Friday","8:00 pm","LOCAL",17115,"NO"
"62",21600075,"2016-17",2016-11-04,"PHX","NOP",16,5,19451,"Friday","8:00 pm","LOCAL",15379,"OT"
"63",21600076,"2016-17",2016-11-04,"POR","DAL",25,32,12324,"Friday","8:30 pm","LOCAL",19475,"NO"
"64",21600077,"2016-17",2016-11-04,"SAS","UTA",14,29,18885,"Friday","9:00 pm","LOCAL",19911,"NO"
"65",21600078,"2016-17",2016-11-04,"GSW","LAL",79,22,50226,"Friday","10:30 pm","ESPN",18997,"NO"
"66",21600079,"2016-17",2016-11-05,"MIN","OKC",22,19,34055,"Saturday","6:00 pm","LOCAL",18203,"NO"
"67",21600080,"2016-17",2016-11-05,"CLE","PHI",15,26,54229,"Saturday","7:00 pm","LOCAL",20497,"NO"
"68",21600081,"2016-17",2016-11-05,"WAS","ORL",21,31,13713,"Saturday","7:00 pm","LOCAL",18846,"NO"
"69",21600083,"2016-17",2016-11-05,"CHI","IND",98,31,17387,"Saturday","7:00 pm","LOCAL",17020,"NO"
"70",21600084,"2016-17",2016-11-05,"HOU","ATL",19,48,19454,"Saturday","7:30 pm","LOCAL",16895,"NO"
"71",21600085,"2016-17",2016-11-05,"SAC","MIL",17,33,14313,"Saturday","8:00 pm","LOCAL",16021,"NO"
"72",21600086,"2016-17",2016-11-05,"LAC","SAS",28,26,35096,"Saturday","8:30 pm","NBATV",18418,"NO"
"73",21600087,"2016-17",2016-11-06,"UTA","NYK",53,46,32867,"Sunday","12:00 pm","LOCAL",19812,"NO"
"74",21600088,"2016-17",2016-11-06,"POR","MEM",41,21,22621,"Sunday","3:30 pm","LOCAL",16233,"NO"
"75",21600089,"2016-17",2016-11-06,"SAC","TOR",23,37,19734,"Sunday","6:00 pm","LOCAL",19800,"NO"
"76",21600090,"2016-17",2016-11-06,"MIL","DAL",45,36,19651,"Sunday","7:00 pm","NBATV",19345,"OT"
"77",21600091,"2016-17",2016-11-06,"DEN","BOS",17,18,13062,"Sunday","7:30 pm","LOCAL",17452,"NO"
"78",21600092,"2016-17",2016-11-06,"PHX","LAL",16,30,23222,"Sunday","9:30 pm","LOCAL",18997,"NO"
"79",21600094,"2016-17",2016-11-07,"HOU","WAS",17,14,20057,"Monday","7:00 pm","LOCAL",13173,"NO"
"80",21600095,"2016-17",2016-11-07,"IND","CHA",23,31,13954,"Monday","7:00 pm","LOCAL",16880,"NO"
"81",21600097,"2016-17",2016-11-07,"MIA","OKC",20,8,21952,"Monday","8:00 pm","LOCAL",18203,"NO"
"82",21600098,"2016-17",2016-11-07,"DET","LAC",30,20,14044,"Monday","10:30 pm","LOCAL",19060,"NO"
"83",21600099,"2016-17",2016-11-07,"NOP","GSW",6,14,42524,"Monday","10:30 pm","LOCAL",19596,"NO"
"84",21600100,"2016-17",2016-11-08,"ATL","CLE",34,10,44960,"Tuesday","7:00 pm","NBATV",20562,"NO"
"85",21600101,"2016-17",2016-11-08,"MIN","BKN",11,34,18683,"Tuesday","7:30 pm","LOCAL",13610,"NO"
"86",21600102,"2016-17",2016-11-08,"DEN","MEM",12,14,16643,"Tuesday","8:00 pm","LOCAL",15109,"NO"
"87",21600103,"2016-17",2016-11-08,"PHX","POR",15,25,16491,"Tuesday","10:00 pm","LOCAL",19239,"NO"
"88",21600104,"2016-17",2016-11-08,"DAL","LAL",29,25,24491,"Tuesday","10:30 pm","LOCAL",18997,"NO"
"89",21600105,"2016-17",2016-11-08,"NOP","SAC",25,14,9374,"Tuesday","10:30 pm","NBATV",17608,"NO"
"90",21600106,"2016-17",2016-11-09,"BKN","NYK",48,20,23224,"Wednesday","7:00 pm","ESPN",19812,"NO"
"91",21600107,"2016-17",2016-11-09,"BOS","WAS",12,9,11471,"Wednesday","7:00 pm","LOCAL",12675,"NO"
"92",21600108,"2016-17",2016-11-09,"UTA","CHA",17,28,9833,"Wednesday","7:00 pm","LOCAL",15712,"NO"
"93",21600109,"2016-17",2016-11-09,"MIN","ORL",17,20,10826,"Wednesday","7:00 pm","LOCAL",17102,"NO"
"94",21600110,"2016-17",2016-11-09,"PHI","IND",12,18,18285,"Wednesday","7:00 pm","LOCAL",15360,"OT"
"95",21600111,"2016-17",2016-11-09,"CHI","ATL",22,83,19354,"Wednesday","7:30 pm","LOCAL",16354,"NO"
"96",21600114,"2016-17",2016-11-09,"HOU","SAS",12,7,30160,"Wednesday","9:30 pm","ESPN",18418,"NO"
"97",21600115,"2016-17",2016-11-09,"POR","LAC",39,16,14308,"Wednesday","10:30 pm","LOCAL",19060,"NO"
"98",21600116,"2016-17",2016-11-09,"DAL","GSW",53,11,30939,"Wednesday","10:30 pm","LOCAL",19596,"NO"
"99",21600117,"2016-17",2016-11-10,"NOP","MIL",6,25,19504,"Thursday","8:00 pm","LOCAL",12159,"NO"
"100",21600118,"2016-17",2016-11-10,"CHI","MIA",43,29,33327,"Thursday","8:00 pm","TNT",19600,"NO"
"101",21600120,"2016-17",2016-11-10,"LAL","SAC",18,15,21465,"Thursday","10:30 pm","TNT",17608,"NO"
"102",21600121,"2016-17",2016-11-11,"IND","PHI",25,17,26058,"Friday","7:00 pm","LOCAL",17643,"OT"
"103",21600123,"2016-17",2016-11-11,"TOR","CHA",28,44,18236,"Friday","7:00 pm","LOCAL",18107,"NO"
"104",21600124,"2016-17",2016-11-11,"UTA","ORL",22,24,8935,"Friday","7:00 pm","LOCAL",18846,"NO"
"105",21600125,"2016-17",2016-11-11,"NYK","BOS",23,16,26413,"Friday","7:30 pm","LOCAL",18624,"NO"
"106",21600126,"2016-17",2016-11-11,"LAC","OKC",25,6,34404,"Friday","8:00 pm","NBATV",18203,"NO"
"107",21600127,"2016-17",2016-11-11,"DET","SAS",30,10,18795,"Friday","8:30 pm","LOCAL",18418,"NO"
"108",21600128,"2016-17",2016-11-11,"SAC","POR",46,25,19891,"Friday","10:00 pm","LOCAL",19918,"OT"
"109",21600129,"2016-17",2016-11-12,"LAL","NOP",22,7,31346,"Saturday","7:00 pm","LOCAL",17138,"NO"
"110",21600131,"2016-17",2016-11-12,"NYK","TOR",38,55,28280,"Saturday","7:30 pm","LOCAL",19800,"NO"
"111",21600135,"2016-17",2016-11-12,"LAC","MIN",44,14,17917,"Saturday","8:00 pm","LOCAL",14494,"NO"
"112",21600136,"2016-17",2016-11-12,"UTA","MIA",31,26,7971,"Saturday","8:00 pm","LOCAL",19600,"NO"
"113",21600137,"2016-17",2016-11-12,"MEM","MIL",15,23,10469,"Saturday","8:30 pm","LOCAL",14327,"NO"
"114",21600139,"2016-17",2016-11-12,"BKN","PHX",31,13,9926,"Saturday","9:00 pm","LOCAL",17126,"NO"
"115",21600141,"2016-17",2016-11-13,"ORL","OKC",22,5,28191,"Sunday","7:00 pm","LOCAL",18203,"NO"
"116",21600142,"2016-17",2016-11-13,"LAL","MIN",45,32,27046,"Sunday","7:00 pm","LOCAL",14432,"NO"
"117",21600143,"2016-17",2016-11-13,"PHX","GSW",21,14,39426,"Sunday","8:00 pm","LOCAL",19596,"NO"
"118",21600144,"2016-17",2016-11-13,"DEN","POR",20,28,13463,"Sunday","9:00 pm","LOCAL",19362,"NO"
"119",21600145,"2016-17",2016-11-14,"ORL","IND",46,23,14038,"Monday","7:00 pm","LOCAL",14825,"NO"
"120",21600146,"2016-17",2016-11-14,"DAL","NYK",22,22,21157,"Monday","7:30 pm","LOCAL",19812,"NO"
"121",21600150,"2016-17",2016-11-14,"MIA","SAS",22,9,15588,"Monday","8:30 pm","LOCAL",18418,"NO"
"122",21600151,"2016-17",2016-11-14,"MEM","UTA",10,27,12146,"Monday","9:00 pm","LOCAL",18176,"NO"
"123",21600152,"2016-17",2016-11-14,"BKN","LAC",35,25,13046,"Monday","10:30 pm","LOCAL",19060,"NO"
"124",21600153,"2016-17",2016-11-15,"TOR","CLE",34,10,40979,"Tuesday","7:00 pm","NBATV",20562,"NO"
"125",21600154,"2016-17",2016-11-15,"ATL","MIA",29,31,19854,"Tuesday","7:30 pm","LOCAL",19600,"NO"
"126",21600155,"2016-17",2016-11-15,"CHA","MIN",30,15,16568,"Tuesday","8:00 pm","LOCAL",10349,"NO"
"127",21600156,"2016-17",2016-11-15,"CHI","POR",27,27,18934,"Tuesday","10:00 pm","NBATV",19393,"NO"
"128",21600157,"2016-17",2016-11-15,"BKN","LAL",58,18,25781,"Tuesday","10:30 pm","LOCAL",18426,"NO"
"129",21600158,"2016-17",2016-11-16,"WAS","PHI",13,16,15267,"Wednesday","7:00 pm","LOCAL",14863,"NO"
"130",21600159,"2016-17",2016-11-16,"NOP","ORL",5,25,8359,"Wednesday","7:00 pm","LOCAL",16127,"NO"
"131",21600161,"2016-17",2016-11-16,"DAL","BOS",22,17,11430,"Wednesday","7:30 pm","LOCAL",18624,"NO"
"132",21600164,"2016-17",2016-11-16,"HOU","OKC",15,6,30143,"Wednesday","8:00 pm","LOCAL",18203,"NO"
"133",21600165,"2016-17",2016-11-16,"GSW","TOR",14,73,39188,"Wednesday","8:00 pm","ESPN",21050,"NO"
"134",21600166,"2016-17",2016-11-16,"PHX","DEN",13,16,6777,"Wednesday","9:00 pm","LOCAL",10247,"NO"
"135",21600167,"2016-17",2016-11-16,"MEM","LAC",17,29,21758,"Wednesday","10:30 pm","ESPN",19060,"NO"
"136",21600168,"2016-17",2016-11-16,"SAS","SAC",9,13,14713,"Wednesday","10:30 pm","LOCAL",17608,"NO"
"137",21600169,"2016-17",2016-11-17,"NYK","WAS",43,20,23430,"Thursday","7:00 pm","LOCAL",16704,"NO"
"138",21600171,"2016-17",2016-11-17,"POR","HOU",30,33,15024,"Thursday","8:00 pm","LOCAL",15550,"NO"
"139",21600172,"2016-17",2016-11-17,"PHI","MIN",28,16,12168,"Thursday","8:00 pm","TNT",16866,"NO"
"140",21600173,"2016-17",2016-11-17,"CHI","UTA",29,25,17728,"Thursday","10:30 pm","TNT",19911,"NO"
"141",21600174,"2016-17",2016-11-18,"ATL","CHA",27,31,18471,"Friday","7:00 pm","LOCAL",17989,"NO"
"142",21600175,"2016-17",2016-11-18,"DET","CLE",28,9,22137,"Friday","7:30 pm","LOCAL",20562,"NO"
"143",21600177,"2016-17",2016-11-18,"POR","NOP",37,6,9482,"Friday","8:00 pm","LOCAL",15552,"NO"
"144",21600179,"2016-17",2016-11-18,"GSW","BOS",14,21,31186,"Friday","8:00 pm","ESPN",18624,"NO"
"145",21600180,"2016-17",2016-11-18,"MEM","DAL",14,29,7881,"Friday","8:30 pm","LOCAL",19715,"NO"
"146",21600181,"2016-17",2016-11-18,"TOR","DEN",29,15,15187,"Friday","9:00 pm","LOCAL",12476,"OT"
"147",21600182,"2016-17",2016-11-18,"SAS","LAL",9,20,26190,"Friday","10:30 pm","LOCAL",18997,"NO"
"148",21600183,"2016-17",2016-11-18,"LAC","SAC",23,12,14178,"Friday","10:30 pm","ESPN",17608,"NO"
"149",21600184,"2016-17",2016-11-19,"UTA","HOU",31,22,23656,"Saturday","5:00 pm","LOCAL",14760,"NO"
"150",21600185,"2016-17",2016-11-19,"CHA","NOP",57,8,22051,"Saturday","7:00 pm","LOCAL",15739,"OT"
"151",21600186,"2016-17",2016-11-19,"MIA","WAS",17,10,12463,"Saturday","7:00 pm","LOCAL",15848,"NO"
"152",21600187,"2016-17",2016-11-19,"DAL","ORL",40,30,9890,"Saturday","7:00 pm","LOCAL",18846,"NO"
"153",21600188,"2016-17",2016-11-19,"BOS","DET",46,62,15869,"Saturday","7:00 pm","LOCAL",16107,"NO"
"154",21600189,"2016-17",2016-11-19,"PHX","PHI",19,16,11301,"Saturday","7:30 pm","LOCAL",18125,"NO"
"155",21600190,"2016-17",2016-11-19,"MIN","MEM",15,28,13000,"Saturday","8:00 pm","NBATV",17112,"NO"
"156",21600191,"2016-17",2016-11-19,"GSW","MIL",28,36,37770,"Saturday","8:30 pm","LOCAL",18717,"NO"
"157",21600193,"2016-17",2016-11-20,"ATL","NYK",44,38,26525,"Sunday","12:00 pm","LOCAL",19812,"NO"
"158",21600194,"2016-17",2016-11-20,"POR","BKN",30,45,17475,"Sunday","3:30 pm","LOCAL",16608,"NO"
"159",21600195,"2016-17",2016-11-20,"IND","OKC",28,6,33431,"Sunday","7:00 pm","LOCAL",18203,"OT"
"160",21600197,"2016-17",2016-11-20,"UTA","DEN",29,15,7274,"Sunday","9:00 pm","LOCAL",12565,"NO"
"161",21600198,"2016-17",2016-11-20,"CHI","LAL",61,20,29265,"Sunday","9:30 pm","LOCAL",18997,"NO"
"162",21600199,"2016-17",2016-11-21,"MIA","PHI",22,19,17913,"Monday","7:00 pm","LOCAL",16477,"NO"
"163",21600200,"2016-17",2016-11-21,"PHX","WAS",10,11,10283,"Monday","7:00 pm","LOCAL",12790,"NO"
"164",21600202,"2016-17",2016-11-21,"GSW","IND",13,54,29362,"Monday","7:00 pm","LOCAL",17923,"NO"
"165",21600204,"2016-17",2016-11-21,"ORL","MIL",22,28,9893,"Monday","8:00 pm","LOCAL",12306,"NO"
"166",21600205,"2016-17",2016-11-21,"BOS","MIN",16,12,16458,"Monday","8:00 pm","LOCAL",13167,"NO"
"167",21600207,"2016-17",2016-11-21,"TOR","LAC",64,23,24465,"Monday","10:30 pm","LOCAL",19060,"NO"
"168",21600208,"2016-17",2016-11-22,"POR","NYK",22,23,29689,"Tuesday","7:30 pm","LOCAL",19812,"NO"
"169",21600209,"2016-17",2016-11-22,"NOP","ATL",4,30,15326,"Tuesday","7:30 pm","NBATV",19120,"NO"
"170",21600210,"2016-17",2016-11-22,"CHI","DEN",31,16,23234,"Tuesday","9:00 pm","LOCAL",14328,"NO"
"171",21600211,"2016-17",2016-11-22,"OKC","LAL",5,17,36747,"Tuesday","10:30 pm","NBATV",18997,"NO"
"172",21600212,"2016-17",2016-11-23,"MEM","PHI",13,18,21969,"Day Before Thanksgiving","7:00 pm","LOCAL",15880,"NO"
"173",21600213,"2016-17",2016-11-23,"SAS","CHA",10,30,22375,"Day Before Thanksgiving","7:00 pm","ESPN",18515,"NO"
"174",21600214,"2016-17",2016-11-23,"PHX","ORL",12,26,6173,"Day Before Thanksgiving","7:00 pm","LOCAL",17069,"NO"
"175",21600215,"2016-17",2016-11-23,"POR","CLE",44,8,35224,"Day Before Thanksgiving","7:00 pm","LOCAL",20562,"NO"
"176",21600216,"2016-17",2016-11-23,"ATL","IND",44,22,7431,"Day Before Thanksgiving","7:00 pm","LOCAL",16032,"NO"
"177",21600218,"2016-17",2016-11-23,"MIA","DET",18,38,6105,"Day Before Thanksgiving","7:30 pm","LOCAL",14520,"NO"
"178",21600219,"2016-17",2016-11-23,"TOR","HOU",25,13,14694,"Day Before Thanksgiving","8:00 pm","LOCAL",18055,"NO"
"179",21600221,"2016-17",2016-11-23,"DEN","UTA",28,13,5940,"Day Before Thanksgiving","9:00 pm","LOCAL",19229,"NO"
"180",21600222,"2016-17",2016-11-23,"MIN","NOP",13,9,14783,"Day Before Thanksgiving","9:30 pm","ESPN",15555,"NO"
"181",21600223,"2016-17",2016-11-23,"LAL","GSW",41,13,36581,"Day Before Thanksgiving","10:30 pm","LOCAL",19596,"NO"
"182",21600224,"2016-17",2016-11-23,"OKC","SAC",13,11,14319,"Day Before Thanksgiving","10:30 pm","LOCAL",17608,"NO"
"183",21600225,"2016-17",2016-11-25,"SAS","BOS",16,29,28987,"Black Friday","1:00 pm","LOCAL",18624,"NO"
"184",21600226,"2016-17",2016-11-25,"WAS","ORL",10,23,14862,"Black Friday","7:00 pm","LOCAL",17103,"NO"
"185",21600227,"2016-17",2016-11-25,"DAL","CLE",20,10,25988,"Black Friday","7:30 pm","LOCAL",20562,"NO"
"186",21600228,"2016-17",2016-11-25,"CHA","NYK",27,22,27379,"Black Friday","7:30 pm","NBATV",19812,"OT"
"187",21600230,"2016-17",2016-11-25,"LAC","DET",20,29,17516,"Black Friday","7:30 pm","LOCAL",17023,"NO"
"188",21600231,"2016-17",2016-11-25,"ATL","UTA",21,18,6643,"Black Friday","8:00 pm","LOCAL",19911,"NO"
"189",21600232,"2016-17",2016-11-25,"TOR","MIL",23,22,15468,"Black Friday","8:00 pm","LOCAL",16223,"NO"
"190",21600233,"2016-17",2016-11-25,"MIA","MEM",18,15,6767,"Black Friday","8:00 pm","LOCAL",17222,"NO"
"191",21600234,"2016-17",2016-11-25,"BKN","IND",24,21,4767,"Black Friday","8:00 pm","LOCAL",16083,"NO"
"192",21600235,"2016-17",2016-11-25,"OKC","DEN",5,12,23764,"Black Friday","9:00 pm","LOCAL",14327,"OT"
"193",21600236,"2016-17",2016-11-25,"MIN","PHX",11,11,10789,"Black Friday","9:00 pm","LOCAL",16728,"NO"
"194",21600237,"2016-17",2016-11-25,"NOP","POR",4,22,11599,"Black Friday","10:00 pm","LOCAL",19393,"NO"
"195",21600238,"2016-17",2016-11-25,"GSW","LAL",13,16,35529,"Black Friday","10:30 pm","NBATV",18997,"NO"
"196",21600239,"2016-17",2016-11-25,"HOU","SAC",12,14,9249,"Black Friday","10:30 pm","LOCAL",17608,"NO"
"197",21600240,"2016-17",2016-11-26,"SAS","WAS",14,17,19953,"Saturday","7:00 pm","NBATV",17066,"NO"
"198",21600241,"2016-17",2016-11-26,"NYK","CHA",52,70,28648,"Saturday","7:00 pm","LOCAL",19195,"NO"
"199",21600243,"2016-17",2016-11-26,"MEM","MIA",22,28,16264,"Saturday","8:00 pm","LOCAL",19600,"NO"
"200",21600244,"2016-17",2016-11-26,"MIN","GSW",25,33,38532,"Saturday","10:30 pm","LOCAL",19596,"NO"
"201",21600245,"2016-17",2016-11-27,"CLE","PHI",17,32,34859,"Sunday","1:00 pm","LOCAL",19311,"NO"
"202",21600247,"2016-17",2016-11-27,"SAC","BKN",13,40,9640,"Sunday","6:00 pm","LOCAL",13646,"NO"
"203",21600248,"2016-17",2016-11-27,"MIL","ORL",24,28,8776,"Sunday","6:00 pm","LOCAL",16521,"NO"
"204",21600249,"2016-17",2016-11-27,"LAC","IND",23,25,15987,"Sunday","6:00 pm","LOCAL",15572,"NO"
"205",21600251,"2016-17",2016-11-27,"HOU","POR",14,23,14172,"Sunday","9:00 pm","LOCAL",19393,"NO"
"206",21600252,"2016-17",2016-11-27,"ATL","LAL",28,17,18956,"Sunday","9:30 pm","LOCAL",18997,"NO"
"207",21600253,"2016-17",2016-11-28,"SAC","WAS",17,12,16111,"Monday","7:00 pm","LOCAL",12571,"OT"
"208",21600254,"2016-17",2016-11-28,"PHI","TOR",21,25,9669,"Monday","7:30 pm","LOCAL",19800,"NO"
"209",21600255,"2016-17",2016-11-28,"OKC","NYK",6,24,30631,"Monday","7:30 pm","LOCAL",19812,"NO"
"210",21600256,"2016-17",2016-11-28,"BOS","MIA",16,21,11282,"Monday","7:30 pm","NBATV",19600,"NO"
"211",21600257,"2016-17",2016-11-28,"CHA","MEM",24,17,5784,"Monday","8:00 pm","LOCAL",13143,"NO"
"212",21600258,"2016-17",2016-11-28,"UTA","MIN",18,14,14293,"Monday","8:00 pm","LOCAL",9384,"NO"
"213",21600259,"2016-17",2016-11-28,"ATL","GSW",48,13,37234,"Monday","10:30 pm","LOCAL",19596,"NO"
"214",21600260,"2016-17",2016-11-29,"DET","CHA",31,45,13483,"Tuesday","7:00 pm","LOCAL",14266,"NO"
"215",21600262,"2016-17",2016-11-29,"CLE","MIL",9,32,30876,"Tuesday","8:00 pm","LOCAL",16559,"NO"
"216",21600263,"2016-17",2016-11-29,"LAL","NOP",17,5,14674,"Tuesday","8:00 pm","LOCAL",14024,"NO"
"217",21600264,"2016-17",2016-11-29,"ORL","SAS",24,8,14272,"Tuesday","8:30 pm","LOCAL",18418,"NO"
"218",21600265,"2016-17",2016-11-29,"HOU","UTA",16,35,13192,"Tuesday","9:00 pm","NBATV",19911,"NO"
"219",21600267,"2016-17",2016-11-30,"DET","BOS",42,17,14636,"Wednesday","7:30 pm","NBATV",17338,"NO"
