;Game_ID;Season;Game Date;Away Team;Home Team;Trend Away;Trend Home;Rounded.Viewers
101;21600120;2016-17;2016-11-10;LAL;SAC;50;50;21465
102;21600121;2016-17;2016-11-11;IND;PHI;19;26;26058
103;21600123;2016-17;2016-11-11;TOR;CHA;18;75;18236
104;21600124;2016-17;2016-11-11;UTA;ORL;14;53;8935
105;21600125;2016-17;2016-11-11;NYK;BOS;62;7;26413
106;21600126;2016-17;2016-11-11;LAC;OKC;34;33;34404
107;21600127;2016-17;2016-11-11;DET;SAS;20;13;18795
108;21600128;2016-17;2016-11-11;SAC;POR;50;26;19891
109;21600129;2016-17;2016-11-12;LAL;NOP;50;19;31346
110;21600131;2016-17;2016-11-12;NYK;TOR;62;18;28280
111;21600135;2016-17;2016-11-12;LAC;MIN;34;17;17917
112;21600136;2016-17;2016-11-12;UTA;MIA;14;47;7971
113;21600137;2016-17;2016-11-12;MEM;MIL;18;20;10469
114;21600139;2016-17;2016-11-12;BKN;PHX;44;50;9926
115;21600141;2016-17;2016-11-13;ORL;OKC;51;30;28191
116;21600142;2016-17;2016-11-13;LAL;MIN;46;28;27046
117;21600143;2016-17;2016-11-13;PHX;GSW;45;13;39426
118;21600144;2016-17;2016-11-13;DEN;POR;22;23;13463
119;21600145;2016-17;2016-11-14;ORL;IND;51;23;14038
120;21600146;2016-17;2016-11-14;DAL;NYK;58;65;21157
121;21600150;2016-17;2016-11-14;MIA;SAS;41;14;15588
122;21600151;2016-17;2016-11-14;MEM;UTA;24;13;12146
123;21600152;2016-17;2016-11-14;BKN;LAC;55;46;13046
124;21600153;2016-17;2016-11-15;TOR;CLE;40;9;40979
125;21600154;2016-17;2016-11-15;ATL;MIA;46;41;19854
126;21600155;2016-17;2016-11-15;CHA;MIN;74;28;16568
127;21600156;2016-17;2016-11-15;CHI;POR;34;23;18934
128;21600157;2016-17;2016-11-15;BKN;LAL;55;46;25781
129;21600158;2016-17;2016-11-16;WAS;PHI;12;23;15267
130;21600159;2016-17;2016-11-16;NOP;ORL;16;51;8359
131;21600161;2016-17;2016-11-16;DAL;BOS;58;10;11430
132;21600164;2016-17;2016-11-16;HOU;OKC;15;30;30143
133;21600165;2016-17;2016-11-16;GSW;TOR;13;40;39188
134;21600166;2016-17;2016-11-16;PHX;DEN;45;22;6777
135;21600167;2016-17;2016-11-16;MEM;LAC;24;46;21758
136;21600168;2016-17;2016-11-16;SAS;SAC;14;36;14713
137;21600169;2016-17;2016-11-17;NYK;WAS;65;12;23430
138;21600171;2016-17;2016-11-17;POR;HOU;23;15;15024
139;21600172;2016-17;2016-11-17;PHI;MIN;23;28;12168
140;21600173;2016-17;2016-11-17;CHI;UTA;34;13;17728
141;21600174;2016-17;2016-11-18;ATL;CHA;46;74;18471
142;21600175;2016-17;2016-11-18;DET;CLE;23;9;22137
143;21600177;2016-17;2016-11-18;POR;NOP;23;16;9482
144;21600179;2016-17;2016-11-18;GSW;BOS;13;10;31186
145;21600180;2016-17;2016-11-18;MEM;DAL;24;58;7881
146;21600181;2016-17;2016-11-18;TOR;DEN;40;22;15187
147;21600182;2016-17;2016-11-18;SAS;LAL;14;46;26190
148;21600183;2016-17;2016-11-18;LAC;SAC;46;36;14178
149;21600184;2016-17;2016-11-19;UTA;HOU;13;15;23656
150;21600185;2016-17;2016-11-19;CHA;NOP;74;16;22051
151;21600186;2016-17;2016-11-19;MIA;WAS;41;12;12463
152;21600187;2016-17;2016-11-19;DAL;ORL;58;51;9890
153;21600188;2016-17;2016-11-19;BOS;DET;10;23;15869
154;21600189;2016-17;2016-11-19;PHX;PHI;45;23;11301
155;21600190;2016-17;2016-11-19;MIN;MEM;28;24;13000
156;21600191;2016-17;2016-11-19;GSW;MIL;13;21;37770
157;21600193;2016-17;2016-11-20;ATL;NYK;43;74;26525
158;21600194;2016-17;2016-11-20;POR;BKN;29;40;17475
159;21600195;2016-17;2016-11-20;IND;OKC;24;31;33431
160;21600197;2016-17;2016-11-20;UTA;DEN;11;27;7274
161;21600198;2016-17;2016-11-20;CHI;LAL;40;50;29265
162;21600199;2016-17;2016-11-21;MIA;PHI;36;29;17913
163;21600200;2016-17;2016-11-21;PHX;WAS;37;10;10283
164;21600202;2016-17;2016-11-21;GSW;IND;15;24;29362
165;21600204;2016-17;2016-11-21;ORL;MIL;50;27;9893
166;21600205;2016-17;2016-11-21;BOS;MIN;9;24;16458
167;21600207;2016-17;2016-11-21;TOR;LAC;25;45;24465
168;21600208;2016-17;2016-11-22;POR;NYK;29;74;29689
169;21600209;2016-17;2016-11-22;NOP;ATL;15;43;15326
170;21600210;2016-17;2016-11-22;CHI;DEN;40;27;23234
171;21600211;2016-17;2016-11-22;OKC;LAL;31;50;36747
172;21600212;2016-17;2016-11-23;MEM;PHI;21;29;21969
173;21600213;2016-17;2016-11-23;SAS;CHA;13;83;22375
174;21600214;2016-17;2016-11-23;PHX;ORL;37;50;6173
175;21600215;2016-17;2016-11-23;POR;CLE;29;8;35224
176;21600216;2016-17;2016-11-23;ATL;IND;43;24;7431
177;21600218;2016-17;2016-11-23;MIA;DET;36;29;6105
178;21600219;2016-17;2016-11-23;TOR;HOU;25;13;14694
179;21600221;2016-17;2016-11-23;DEN;UTA;27;11;5940
180;21600222;2016-17;2016-11-23;MIN;NOP;24;15;14783
181;21600223;2016-17;2016-11-23;LAL;GSW;50;15;36581
182;21600224;2016-17;2016-11-23;OKC;SAC;31;43;14319
183;21600225;2016-17;2016-11-25;SAS;BOS;13;9;28987
184;21600226;2016-17;2016-11-25;WAS;ORL;10;50;14862
185;21600227;2016-17;2016-11-25;DAL;CLE;65;8;25988
186;21600228;2016-17;2016-11-25;CHA;NYK;83;74;27379
187;21600230;2016-17;2016-11-25;LAC;DET;45;29;17516
188;21600231;2016-17;2016-11-25;ATL;UTA;43;11;6643
189;21600232;2016-17;2016-11-25;TOR;MIL;25;27;15468
190;21600233;2016-17;2016-11-25;MIA;MEM;36;21;6767
191;21600234;2016-17;2016-11-25;BKN;IND;40;24;4767
192;21600235;2016-17;2016-11-25;OKC;DEN;31;27;23764
193;21600236;2016-17;2016-11-25;MIN;PHX;24;37;10789
194;21600237;2016-17;2016-11-25;NOP;POR;15;29;11599
195;21600238;2016-17;2016-11-25;GSW;LAL;15;50;35529
196;21600239;2016-17;2016-11-25;HOU;SAC;13;43;9249
197;21600240;2016-17;2016-11-26;SAS;WAS;13;10;19953
198;21600241;2016-17;2016-11-26;NYK;CHA;74;83;28648
199;21600243;2016-17;2016-11-26;MEM;MIA;21;36;16264
200;21600244;2016-17;2016-11-26;MIN;GSW;24;15;38532
201;21600245;2016-17;2016-11-27;CLE;PHI;10;29;34859
202;21600247;2016-17;2016-11-27;SAC;BKN;45;52;9640
203;21600248;2016-17;2016-11-27;MIL;ORL;28;46;8776
204;21600249;2016-17;2016-11-27;LAC;IND;43;14;15987
205;21600251;2016-17;2016-11-27;HOU;POR;22;29;14172
206;21600252;2016-17;2016-11-27;ATL;LAL;48;35;18956
207;21600253;2016-17;2016-11-28;SAC;WAS;45;11;16111
208;21600254;2016-17;2016-11-28;PHI;TOR;29;19;9669
209;21600255;2016-17;2016-11-28;OKC;NYK;29;73;30631
210;21600256;2016-17;2016-11-28;BOS;MIA;8;35;11282
211;21600257;2016-17;2016-11-28;CHA;MEM;78;20;5784
212;21600258;2016-17;2016-11-28;UTA;MIN;13;25;14293
213;21600259;2016-17;2016-11-28;ATL;GSW;48;15;37234
214;21600260;2016-17;2016-11-29;DET;CHA;22;78;13483
215;21600262;2016-17;2016-11-29;CLE;MIL;10;28;30876
216;21600263;2016-17;2016-11-29;LAL;NOP;35;12;14674
217;21600264;2016-17;2016-11-29;ORL;SAS;46;12;14272
218;21600265;2016-17;2016-11-29;HOU;UTA;22;13;13192
219;21600267;2016-17;2016-11-30;DET;BOS;22;8;14636
220;21600268;2016-17;2016-11-30;MEM;TOR;20;19;12089
221;21600269;2016-17;2016-11-30;LAL;CHI;35;38;27306
222;21600270;2016-17;2016-11-30;WAS;OKC;11;29;23238
223;21600271;2016-17;2016-11-30;NYK;MIN;73;25;23718
224;21600272;2016-17;2016-11-30;SAS;DAL;12;55;14271
225;21600273;2016-17;2016-11-30;MIA;DEN;35;21;7407
226;21600274;2016-17;2016-11-30;ATL;PHX;48;31;9606
227;21600275;2016-17;2016-11-30;IND;POR;14;29;9376
228;21600277;2016-17;2016-12-01;MIL;BKN;28;52;12311
229;21600278;2016-17;2016-12-01;ORL;MEM;46;20;12176
230;21600279;2016-17;2016-12-01;LAC;CLE;43;10;41615
231;21600280;2016-17;2016-12-01;MIA;UTA;35;13;13560
232;21600281;2016-17;2016-12-01;HOU;GSW;22;15;51648
233;21600282;2016-17;2016-12-02;ORL;PHI;46;29;14635
234;21600283;2016-17;2016-12-02;SAC;BOS;45;8;15651
235;21600284;2016-17;2016-12-02;LAL;TOR;35;19;14877
236;21600285;2016-17;2016-12-02;MIN;NYK;25;73;22862
237;21600286;2016-17;2016-12-02;CLE;CHI;10;38;46093
238;21600288;2016-17;2016-12-02;DET;ATL;22;48;5376
239;21600289;2016-17;2016-12-02;WAS;SAS;11;12;22345
240;21600290;2016-17;2016-12-02;HOU;DEN;22;21;13327
241;21600291;2016-17;2016-12-03;BKN;MIL;52;28;17952
242;21600293;2016-17;2016-12-03;ATL;TOR;48;19;10938
243;21600294;2016-17;2016-12-03;BOS;PHI;8;29;17192
244;21600296;2016-17;2016-12-03;CHI;DAL;38;55;12441
245;21600298;2016-17;2016-12-03;MIA;POR;35;29;10762
246;21600300;2016-17;2016-12-04;ORL;DET;53;24;13916
247;21600301;2016-17;2016-12-04;NOP;OKC;11;30;25609
248;21600302;2016-17;2016-12-04;SAC;NYK;38;84;23499
249;21600303;2016-17;2016-12-04;IND;LAC;27;42;19669
250;21600305;2016-17;2016-12-05;CLE;TOR;8;28;34190
251;21600306;2016-17;2016-12-05;WAS;BKN;11;43;8450
252;21600307;2016-17;2016-12-05;OKC;ATL;30;37;22026
253;21600309;2016-17;2016-12-05;SAS;MIL;13;28;20959
254;21600311;2016-17;2016-12-05;BOS;HOU;8;19;18199
255;21600312;2016-17;2016-12-05;CHA;DAL;67;61;7203
256;21600313;2016-17;2016-12-05;UTA;LAL;19;30;14847
257;21600316;2016-17;2016-12-06;NYK;MIA;84;36;24024
258;21600317;2016-17;2016-12-06;CHI;DET;38;24;17294
259;21600318;2016-17;2016-12-06;PHI;MEM;21;27;13211
260;21600319;2016-17;2016-12-06;SAS;MIN;13;19;22517
261;21600320;2016-17;2016-12-06;PHX;UTA;43;19;11534
262;21600321;2016-17;2016-12-07;DET;CHA;24;67;11351
263;21600322;2016-17;2016-12-07;BOS;ORL;8;53;12283
264;21600324;2016-17;2016-12-07;MIA;ATL;36;37;9010
265;21600325;2016-17;2016-12-07;POR;MIL;21;28;14175
266;21600326;2016-17;2016-12-07;LAL;HOU;30;19;13980
267;21600327;2016-17;2016-12-07;CLE;NYK;8;84;29581
268;21600328;2016-17;2016-12-07;SAC;DAL;38;61;5694
269;21600329;2016-17;2016-12-07;IND;PHX;27;43;6727
270;21600330;2016-17;2016-12-07;GSW;LAC;16;42;38097
271;21600331;2016-17;2016-12-08;MIN;TOR;19;28;25777
272;21600332;2016-17;2016-12-08;DEN;WAS;19;11;14510
273;21600333;2016-17;2016-12-08;POR;MEM;21;27;16149
274;21600334;2016-17;2016-12-08;PHI;NOP;21;11;13993
275;21600335;2016-17;2016-12-08;GSW;UTA;16;19;36514
276;21600336;2016-17;2016-12-08;SAS;CHI;13;38;31486
277;21600338;2016-17;2016-12-09;MIA;CLE;36;8;33149
278;21600339;2016-17;2016-12-09;TOR;BOS;28;8;21257
279;21600340;2016-17;2016-12-09;ATL;MIL;37;28;17048
280;21600341;2016-17;2016-12-09;HOU;OKC;19;30;43209
281;21600342;2016-17;2016-12-09;DET;MIN;24;19;9466
282;21600343;2016-17;2016-12-09;IND;DAL;27;61;11289
283;21600344;2016-17;2016-12-09;PHX;LAL;43;30;19042
284;21600345;2016-17;2016-12-09;NYK;SAC;84;38;22565
285;21600346;2016-17;2016-12-10;MIL;WAS;28;11;15249
286;21600347;2016-17;2016-12-10;DEN;ORL;19;53;8331
287;21600349;2016-17;2016-12-10;CHA;CLE;67;8;27697
288;21600350;2016-17;2016-12-10;MIA;CHI;36;38;15729
289;21600352;2016-17;2016-12-10;DAL;HOU;61;19;10651
290;21600353;2016-17;2016-12-10;BKN;SAS;43;13;10809
291;21600354;2016-17;2016-12-10;SAC;UTA;38;19;8920
292;21600356;2016-17;2016-12-11;PHI;DET;24;19;14610
293;21600357;2016-17;2016-12-11;BOS;OKC;8;28;28555
294;21600358;2016-17;2016-12-11;GSW;MIN;14;22;36628
295;21600359;2016-17;2016-12-11;NOP;PHX;15;43;14981
296;21600360;2016-17;2016-12-11;NYK;LAL;80;31;26368
297;21600361;2016-17;2016-12-12;CHA;IND;65;17;14695
298;21600362;2016-17;2016-12-12;MIL;TOR;27;17;14272
299;21600363;2016-17;2016-12-12;WAS;MIA;11;37;10950
300;21600364;2016-17;2016-12-12;BKN;HOU;51;20;20336
301;21600365;2016-17;2016-12-12;DEN;DAL;21;53;7470
302;21600366;2016-17;2016-12-12;POR;LAC;24;28;25701
303;21600367;2016-17;2016-12-12;LAL;SAC;31;34;14237
304;21600369;2016-17;2016-12-13;ORL;ATL;56;31;11283
305;21600370;2016-17;2016-12-13;MIN;CHI;22;33;16207
306;21600371;2016-17;2016-12-13;GSW;NOP;14;15;37723
307;21600372;2016-17;2016-12-13;NYK;PHX;80;43;21967
308;21600373;2016-17;2016-12-13;OKC;POR;28;24;17115
309;21600375;2016-17;2016-12-14;CHA;WAS;65;11;9596
310;21600376;2016-17;2016-12-14;LAC;ORL;28;56;13838
311;21600377;2016-17;2016-12-14;IND;MIA;17;37;9524
312;21600380;2016-17;2016-12-14;SAC;HOU;34;20;8518
313;21600381;2016-17;2016-12-14;DET;DAL;19;53;5489
314;21600383;2016-17;2016-12-14;BOS;SAS;8;12;13996
315;21600384;2016-17;2016-12-15;CHI;MIL;33;27;19798
316;21600385;2016-17;2016-12-15;IND;NOP;17;15;13701
317;21600386;2016-17;2016-12-15;POR;DEN;24;21;8674
318;21600387;2016-17;2016-12-15;SAS;PHX;12;43;14495
319;21600388;2016-17;2016-12-15;NYK;GSW;80;14;31120
320;21600389;2016-17;2016-12-16;DET;WAS;19;11;10338
321;21600390;2016-17;2016-12-16;BKN;ORL;51;56;12414
322;21600392;2016-17;2016-12-16;ATL;TOR;31;17;15441
323;21600393;2016-17;2016-12-16;MIL;CHI;27;33;11479
324;21600395;2016-17;2016-12-16;NOP;HOU;15;20;10596
325;21600397;2016-17;2016-12-16;LAC;MIA;28;37;14927
326;21600398;2016-17;2016-12-16;DAL;UTA;53;17;12686
327;21600399;2016-17;2016-12-17;PHX;OKC;43;28;24417
328;21600400;2016-17;2016-12-17;IND;DET;17;19;11647
329;21600401;2016-17;2016-12-17;CHA;ATL;65;31;11070
330;21600402;2016-17;2016-12-17;LAL;CLE;31;8;32129
331;21600403;2016-17;2016-12-17;HOU;MIN;20;22;24420
332;21600404;2016-17;2016-12-17;NYK;DEN;80;21;15253
333;21600405;2016-17;2016-12-17;POR;GSW;24;14;27824
334;21600406;2016-17;2016-12-18;LAC;WAS;31;12;22953
335;21600407;2016-17;2016-12-18;UTA;MEM;18;25;10706
336;21600409;2016-17;2016-12-18;TOR;ORL;17;61;8868
337;21600411;2016-17;2016-12-18;SAC;DAL;40;53;10608
338;21600412;2016-17;2016-12-18;NOP;SAS;11;16;22055
339;21600413;2016-17;2016-12-19;WAS;IND;12;18;14770
340;21600414;2016-17;2016-12-19;DET;CHI;26;28;8740
341;21600415;2016-17;2016-12-19;ATL;OKC;36;26;20034
342;21600416;2016-17;2016-12-19;PHX;MIN;37;24;7971
343;21600417;2016-17;2016-12-19;DAL;DEN;53;23;6684
344;21600418;2016-17;2016-12-20;NOP;PHI;11;20;7252
345;21600419;2016-17;2016-12-20;LAL;CHA;29;68;13807
346;21600420;2016-17;2016-12-20;BKN;TOR;58;17;5006
347;21600421;2016-17;2016-12-20;IND;NYK;18;68;9063
348;21600422;2016-17;2016-12-20;ORL;MIA;61;41;7937
349;21600423;2016-17;2016-12-20;CLE;MIL;9;31;20185
350;21600424;2016-17;2016-12-20;BOS;MEM;9;25;10935
351;21600425;2016-17;2016-12-20;SAS;HOU;16;24;20773
352;21600426;2016-17;2016-12-20;DEN;LAC;23;31;6555
353;21600429;2016-17;2016-12-21;MIL;CLE;31;9;21277
354;21600430;2016-17;2016-12-21;MIN;ATL;24;36;9723
355;21600431;2016-17;2016-12-21;MEM;DET;25;26;5056
356;21600432;2016-17;2016-12-21;WAS;CHI;12;28;9090
357;21600433;2016-17;2016-12-21;OKC;NOP;26;11;12199
358;21600434;2016-17;2016-12-21;SAC;UTA;40;18;8904
359;21600435;2016-17;2016-12-21;HOU;PHX;24;37;8405
360;21600436;2016-17;2016-12-21;DAL;POR;53;20;10124
361;21600437;2016-17;2016-12-22;GSW;BKN;14;58;25436
362;21600439;2016-17;2016-12-22;LAL;MIA;29;41;14238
363;21600440;2016-17;2016-12-22;BOS;IND;9;18;10481
364;21600441;2016-17;2016-12-22;SAS;LAC;16;31;20557
365;21600442;2016-17;2016-12-23;CHI;CHA;28;68;10035
366;21600443;2016-17;2016-12-23;LAL;ORL;29;61;9226
367;21600446;2016-17;2016-12-23;GSW;DET;14;26;26312
368;21600447;2016-17;2016-12-23;WAS;MIL;12;31;4129
369;21600449;2016-17;2016-12-23;MIA;NOP;41;11;3895
370;21600450;2016-17;2016-12-23;SAC;MIN;40;24;7669
371;21600451;2016-17;2016-12-23;ATL;DEN;36;23;7373
372;21600452;2016-17;2016-12-23;TOR;UTA;17;18;6959
373;21600455;2016-17;2016-12-23;DAL;LAC;53;31;11272
374;21600456;2016-17;2016-12-25;BOS;NYK;13;69;32984
375;21600457;2016-17;2016-12-25;GSW;CLE;21;19;70992
376;21600458;2016-17;2016-12-25;CHI;SAS;38;16;28199
377;21600460;2016-17;2016-12-25;LAC;LAL;39;32;16723
378;21600461;2016-17;2016-12-26;MIL;WAS;25;14;13057
379;21600462;2016-17;2016-12-26;MEM;ORL;23;57;5895
380;21600464;2016-17;2016-12-26;CLE;DET;19;25;17948
381;21600465;2016-17;2016-12-26;IND;CHI;17;38;11375
382;21600466;2016-17;2016-12-26;DAL;NOP;76;13;6402
383;21600467;2016-17;2016-12-26;PHX;HOU;34;21;6948
384;21600468;2016-17;2016-12-26;ATL;MIN;40;27;4242
385;21600469;2016-17;2016-12-26;TOR;POR;29;19;10840
386;21600470;2016-17;2016-12-26;DEN;LAC;23;39;8670
387;21600471;2016-17;2016-12-26;PHI;SAC;19;40;10062
388;21600472;2016-17;2016-12-27;MEM;BOS;23;13;13762
389;21600473;2016-17;2016-12-27;OKC;MIA;34;34;17396
390;21600474;2016-17;2016-12-27;HOU;DAL;21;76;11990
391;21600477;2016-17;2016-12-28;CHA;ORL;76;57;5520
392;21600478;2016-17;2016-12-28;NYK;ATL;69;40;19273
393;21600479;2016-17;2016-12-28;MIL;DET;25;25;6972
394;21600480;2016-17;2016-12-28;BKN;CHI;47;38;15861
395;21600481;2016-17;2016-12-28;LAC;NOP;39;13;9543
396;21600483;2016-17;2016-12-28;MIN;DEN;27;23;8962
397;21600484;2016-17;2016-12-28;SAC;POR;40;19;5018
398;21600485;2016-17;2016-12-28;TOR;GSW;29;21;24909
399;21600486;2016-17;2016-12-29;MIA;CHA;34;76;10835
400;21600487;2016-17;2016-12-29;OKC;MEM;34;23;13049
401;21600488;2016-17;2016-12-29;BOS;CLE;13;19;27690
402;21600489;2016-17;2016-12-29;PHI;UTA;19;14;7142
403;21600490;2016-17;2016-12-29;TOR;PHX;29;34;8096
404;21600492;2016-17;2016-12-30;CHI;IND;38;17;14318
405;21600493;2016-17;2016-12-30;BKN;WAS;47;14;6876
406;21600494;2016-17;2016-12-30;MIA;BOS;34;13;15219
407;21600495;2016-17;2016-12-30;NYK;NOP;69;13;9722
408;21600497;2016-17;2016-12-30;MIL;MIN;25;27;8578
409;21600499;2016-17;2016-12-30;POR;SAS;19;16;9983
410;21600500;2016-17;2016-12-30;PHI;DEN;19;23;9964
411;21600502;2016-17;2016-12-31;MEM;SAC;23;40;9211
412;21600503;2016-17;2016-12-31;MIL;CHI;25;38;13975
413;21600504;2016-17;2016-12-31;NYK;HOU;69;21;24143
414;21600505;2016-17;2016-12-31;CLE;CHA;19;76;19981
415;21600506;2016-17;2016-12-31;PHX;UTA;34;14;6991
416;21600508;2016-17;2017-01-01;SAS;ATL;13;48;26750
417;21600510;2016-17;2017-01-01;ORL;IND;58;17;5362
418;21600512;2016-17;2017-01-01;TOR;LAL;23;30;16478
419;21600513;2016-17;2017-01-02;OKC;MIL;31;40;21823
420;21600514;2016-17;2017-01-02;NOP;CLE;13;11;19793
421;21600515;2016-17;2017-01-02;UTA;BKN;15;49;5798
422;21600516;2016-17;2017-01-02;ORL;NYK;58;69;9428
423;21600517;2016-17;2017-01-02;CHA;CHI;80;38;13590
