"","GAME_ID","SEASON","GAME_DATE","AWAY_TEAM","HOME_TEAM","AWAY_TREND","HOME_TREND","VIEWERS","DAY","TIME","BROADCAST","ATTENDANCE","OVERTIME","WIN_ENTER_HOME","WIN_ENTER_AWAY","LEAD_CHANGE_H","LEAD_CHANGE_A","TIES_H","TIES_A","LARGEST_LEAD_H","LARGEST_LEAD_A"
"20",21600021,"2016-17",2016-10-28,"PHX","OKC",17,7,37236,"Friday",20:00:00,"LOCAL",18203,"OT",1,0,4,3,6,1,4,18
"21",21600022,"2016-17",2016-10-28,"CHA","MIA",29,34,12886,"Friday",20:00:00,"LOCAL",19600,"NO",1,1,0,1,1,2,19,10
"22",21600024,"2016-17",2016-10-28,"LAL","UTA",24,26,25043,"Friday",21:00:00,"LOCAL",19911,"NO",0,1,10,10,4,8,11,4
"23",21600025,"2016-17",2016-10-28,"GSW","NOP",17,9,46471,"Friday",21:30:00,"ESPN",18217,"NO",0,0,1,2,1,1,2,16
"24",21600028,"2016-17",2016-10-29,"MEM","NYK",21,30,32002,"Saturday",19:30:00,"LOCAL",19812,"NO",0,1,0,0,0,1,18,0
"25",21600029,"2016-17",2016-10-29,"ORL","CLE",45,28,31859,"Saturday",19:30:00,"LOCAL",20562,"NO",2,0,1,0,3,0,22,3
"26",21600030,"2016-17",2016-10-29,"IND","CHI",48,39,22190,"Saturday",20:00:00,"LOCAL",21373,"NO",1,1,2,2,1,6,29,2
"27",21600031,"2016-17",2016-10-29,"BKN","MIL",95,28,21567,"Saturday",20:00:00,"LOCAL",12570,"NO",0,1,4,4,1,8,11,1
"28",21600032,"2016-17",2016-10-29,"NOP","SAS",35,19,23391,"Saturday",20:00:00,"NBATV",18418,"NO",2,0,2,1,2,2,27,3
"29",21600033,"2016-17",2016-10-29,"POR","DEN",29,14,27076,"Saturday",21:00:00,"LOCAL",18055,"OT",1,1,2,2,2,3,12,14
"30",21600034,"2016-17",2016-10-29,"MIN","SAC",14,14,22179,"Saturday",22:30:00,"NBATV",17608,"NO",1,0,4,4,1,4,10,18
"31",21600035,"2016-17",2016-10-30,"UTA","LAC",44,32,28903,"Sunday",16:30:00,"LOCAL",19060,"NO",1,1,1,1,1,2,22,5
"32",21600036,"2016-17",2016-10-30,"GSW","PHX",23,42,50617,"Sunday",18:00:00,"LOCAL",17011,"NO",0,1,6,6,3,2,13,8
"33",21600037,"2016-17",2016-10-30,"SAS","MIA",32,38,32314,"Sunday",18:00:00,"LOCAL",19678,"NO",1,3,1,2,5,0,3,16
"34",21600038,"2016-17",2016-10-30,"MIL","DET",45,48,12556,"Sunday",18:00:00,"LOCAL",15161,"NO",1,1,1,0,1,0,16,3
"35",21600039,"2016-17",2016-10-30,"WAS","MEM",11,37,14195,"Sunday",20:00:00,"NBATV",15573,"OT",1,0,8,8,2,5,15,8
"36",21600040,"2016-17",2016-10-30,"LAL","OKC",23,9,36658,"Sunday",19:00:00,"LOCAL",18203,"NO",2,1,3,3,3,2,19,8
"37",21600041,"2016-17",2016-10-30,"DAL","HOU",28,18,24543,"Sunday",20:00:00,"LOCAL",18055,"NO",1,0,2,1,1,1,17,3
"38",21600042,"2016-17",2016-10-31,"DEN","TOR",20,32,24322,"Monday",19:30:00,"NBATV",19800,"NO",1,1,4,4,4,0,19,6
"39",21600043,"2016-17",2016-10-31,"CHI","BKN",42,58,33346,"Monday",19:30:00,"LOCAL",15842,"NO",1,2,0,0,3,0,0,33
"40",21600044,"2016-17",2016-10-31,"SAC","ATL",16,32,23520,"Monday",19:30:00,"LOCAL",12501,"NO",2,2,2,2,1,3,13,6
"41",21600045,"2016-17",2016-10-31,"PHX","LAC",41,25,22836,"Monday",22:30:00,"LOCAL",19060,"NO",2,0,6,5,3,3,22,3
"42",21600046,"2016-17",2016-11-01,"ORL","PHI",32,23,21285,"Tuesday",19:00:00,"LOCAL",12529,"NO",0,0,1,2,1,4,18,2
"43",21600047,"2016-17",2016-11-01,"HOU","CLE",37,17,45160,"Tuesday",18:00:00,"NBATV",20562,"NO",3,2,2,2,3,3,10,9
"44",21600051,"2016-17",2016-11-01,"MIL","NOP",25,5,14356,"Tuesday",20:00:00,"LOCAL",15515,"NO",0,1,2,3,4,6,9,12
"45",21600052,"2016-17",2016-11-01,"MEM","MIN",16,16,12816,"Tuesday",20:00:00,"LOCAL",14774,"NO",0,2,4,3,2,0,40,3
"46",21600054,"2016-17",2016-11-01,"GSW","POR",15,32,37632,"Tuesday",22:00:00,"NBATV",19393,"NO",2,2,2,2,0,0,7,35
"47",21600055,"2016-17",2016-11-02,"TOR","WAS",31,16,18661,"Wednesday",19:00:00,"LOCAL",19581,"NO",0,2,3,4,3,5,12,12
"48",21600056,"2016-17",2016-11-02,"PHI","CHA",30,35,12396,"Wednesday",19:00:00,"LOCAL",15275,"NO",2,0,3,3,6,1,18,13
"49",21600057,"2016-17",2016-11-02,"DET","BKN",68,46,12283,"Wednesday",19:30:00,"LOCAL",13650,"NO",1,3,2,1,0,0,21,3
"50",21600058,"2016-17",2016-11-02,"HOU","NYK",36,42,22497,"Wednesday",19:30:00,"LOCAL",19812,"NO",1,2,1,2,0,0,2,28
"51",21600059,"2016-17",2016-11-02,"LAL","ATL",25,40,22293,"Wednesday",19:30:00,"LOCAL",13800,"NO",3,1,3,4,2,5,12,7
"52",21600060,"2016-17",2016-11-02,"NOP","MEM",8,28,11902,"Wednesday",20:00:00,"LOCAL",15881,"OT",2,0,5,4,6,1,10,7
"53",21600062,"2016-17",2016-11-02,"DAL","UTA",24,69,10241,"Wednesday",21:00:00,"LOCAL",19318,"NO",2,0,1,1,0,2,20,1
"54",21600064,"2016-17",2016-11-02,"OKC","LAC",11,23,32263,"Wednesday",22:30:00,"ESPN",19060,"NO",3,3,10,10,7,5,3,10
"55",21600065,"2016-17",2016-11-03,"SAC","ORL",17,33,19494,"Thursday",19:00:00,"LOCAL",17026,"NO",1,2,3,3,3,2,13,8
"56",21600067,"2016-17",2016-11-03,"DEN","MIN",14,16,15912,"Thursday",20:00:00,"LOCAL",11219,"NO",1,1,2,2,1,1,15,14
"57",21600068,"2016-17",2016-11-03,"BOS","CLE",43,24,35052,"Thursday",20:00:00,"TNT",20562,"NO",4,3,2,2,2,2,20,3
"58",21600070,"2016-17",2016-11-04,"ATL","WAS",38,15,21556,"Friday",19:00:00,"LOCAL",14663,"NO",0,3,2,2,0,1,16,1
"59",21600071,"2016-17",2016-11-04,"MIA","TOR",28,35,16590,"Friday",19:30:00,"LOCAL",19800,"NO",3,2,1,0,3,1,16,12
"60",21600072,"2016-17",2016-11-04,"CHA","BKN",27,44,12057,"Friday",19:30:00,"LOCAL",15775,"NO",2,3,0,1,0,2,13,7
"61",21600074,"2016-17",2016-11-04,"LAC","MEM",21,17,11167,"Friday",20:00:00,"LOCAL",17115,"NO",3,3,0,1,0,0,3,21
"62",21600075,"2016-17",2016-11-04,"PHX","NOP",16,5,19451,"Friday",20:00:00,"LOCAL",15379,"OT",0,1,4,4,4,8,7,9
"63",21600076,"2016-17",2016-11-04,"POR","DAL",25,32,12324,"Friday",20:30:00,"LOCAL",19475,"NO",0,2,1,1,2,2,7,16
"64",21600077,"2016-17",2016-11-04,"SAS","UTA",14,29,18885,"Friday",21:00:00,"LOCAL",19911,"NO",3,4,1,1,0,2,8,19
"65",21600078,"2016-17",2016-11-04,"GSW","LAL",79,22,50226,"Friday",22:30:00,"ESPN",18997,"NO",2,4,0,0,0,0,22,0
"66",21600079,"2016-17",2016-11-05,"MIN","OKC",22,19,34055,"Saturday",18:00:00,"LOCAL",18203,"NO",4,1,1,1,1,5,26,1
"67",21600080,"2016-17",2016-11-05,"CLE","PHI",15,26,54229,"Saturday",19:00:00,"LOCAL",20497,"NO",0,5,6,6,4,2,5,18
"68",21600081,"2016-17",2016-11-05,"WAS","ORL",21,31,13713,"Saturday",19:00:00,"LOCAL",18846,"NO",2,1,3,3,3,2,6,12
"69",21600083,"2016-17",2016-11-05,"CHI","IND",98,31,17387,"Saturday",19:00:00,"LOCAL",17020,"NO",2,3,0,0,0,1,27,0
"70",21600084,"2016-17",2016-11-05,"HOU","ATL",19,48,19454,"Saturday",19:30:00,"LOCAL",16895,"NO",3,3,4,3,3,2,21,4
"71",21600085,"2016-17",2016-11-05,"SAC","MIL",17,33,14313,"Saturday",20:00:00,"LOCAL",16021,"NO",3,2,0,0,0,1,31,0
"72",21600086,"2016-17",2016-11-05,"LAC","SAS",28,26,35096,"Saturday",20:30:00,"NBATV",18418,"NO",5,4,0,1,0,0,8,28
"73",21600087,"2016-17",2016-11-06,"UTA","NYK",53,46,32867,"Sunday",12:00:00,"LOCAL",19812,"NO",2,3,3,3,1,4,13,9
"74",21600088,"2016-17",2016-11-06,"POR","MEM",41,21,22621,"Sunday",15:30:00,"LOCAL",16233,"NO",3,3,6,7,7,5,10,9
"75",21600089,"2016-17",2016-11-06,"SAC","TOR",23,37,19734,"Sunday",18:00:00,"LOCAL",19800,"NO",4,2,4,4,7,5,11,7
"76",21600090,"2016-17",2016-11-06,"MIL","DAL",45,36,19651,"Sunday",19:00:00,"NBATV",19345,"OT",0,4,3,2,4,1,11,13
"77",21600091,"2016-17",2016-11-06,"DEN","BOS",17,18,13062,"Sunday",19:30:00,"LOCAL",17452,"NO",3,2,0,1,1,1,2,25
"78",21600092,"2016-17",2016-11-06,"PHX","LAL",16,30,23222,"Sunday",21:30:00,"LOCAL",18997,"NO",3,2,2,2,0,1,16,1
"79",21600094,"2016-17",2016-11-07,"HOU","WAS",17,14,20057,"Monday",19:00:00,"LOCAL",13173,"NO",1,3,12,13,3,2,11,11
"80",21600095,"2016-17",2016-11-07,"IND","CHA",23,31,13954,"Monday",19:00:00,"LOCAL",16880,"NO",4,3,1,0,1,0,28,3
"81",21600097,"2016-17",2016-11-07,"MIA","OKC",20,8,21952,"Monday",20:00:00,"LOCAL",18203,"NO",5,2,1,0,1,0,24,2
"82",21600098,"2016-17",2016-11-07,"DET","LAC",30,20,14044,"Monday",22:30:00,"LOCAL",19060,"NO",5,4,1,1,0,2,43,2
"83",21600099,"2016-17",2016-11-07,"NOP","GSW",6,14,42524,"Monday",22:30:00,"LOCAL",19596,"NO",4,0,5,4,4,5,21,5
"84",21600100,"2016-17",2016-11-08,"ATL","CLE",34,10,44960,"Tuesday",19:00:00,"NBATV",20562,"NO",6,4,6,6,4,3,5,18
"85",21600101,"2016-17",2016-11-08,"MIN","BKN",11,34,18683,"Tuesday",19:30:00,"LOCAL",13610,"NO",2,1,3,3,2,6,9,2
"86",21600102,"2016-17",2016-11-08,"DEN","MEM",12,14,16643,"Tuesday",20:00:00,"LOCAL",15109,"NO",3,3,9,8,4,5,8,7
"87",21600103,"2016-17",2016-11-08,"PHX","POR",15,25,16491,"Tuesday",22:00:00,"LOCAL",19239,"NO",4,2,0,0,0,2,18,0
"88",21600104,"2016-17",2016-11-08,"DAL","LAL",29,25,24491,"Tuesday",22:30:00,"LOCAL",18997,"NO",4,1,2,3,5,3,10,12
"89",21600105,"2016-17",2016-11-08,"NOP","SAC",25,14,9374,"Tuesday",22:30:00,"NBATV",17608,"NO",3,0,0,0,0,1,12,0
"90",21600106,"2016-17",2016-11-09,"BKN","NYK",48,20,23224,"Wednesday",19:00:00,"ESPN",19812,"NO",2,3,2,2,1,3,20,14
"91",21600107,"2016-17",2016-11-09,"BOS","WAS",12,9,11471,"Wednesday",19:00:00,"LOCAL",12675,"NO",1,3,0,0,0,1,27,0
"92",21600108,"2016-17",2016-11-09,"UTA","CHA",17,28,9833,"Wednesday",19:00:00,"LOCAL",15712,"NO",5,5,5,5,5,3,10,10
"93",21600109,"2016-17",2016-11-09,"MIN","ORL",17,20,10826,"Wednesday",19:00:00,"LOCAL",17102,"NO",3,1,0,0,1,0,0,30
"94",21600110,"2016-17",2016-11-09,"PHI","IND",12,18,18285,"Wednesday",19:00:00,"LOCAL",15360,"OT",3,0,8,7,6,1,8,10
"95",21600111,"2016-17",2016-11-09,"CHI","ATL",22,83,19354,"Wednesday",19:30:00,"LOCAL",16354,"NO",5,4,5,4,6,5,17,5
"96",21600114,"2016-17",2016-11-09,"HOU","SAS",12,7,30160,"Wednesday",21:30:00,"ESPN",18418,"NO",5,4,7,7,4,2,2,13
"97",21600115,"2016-17",2016-11-09,"POR","LAC",39,16,14308,"Wednesday",22:30:00,"LOCAL",19060,"NO",6,5,0,0,0,1,48,0
"98",21600116,"2016-17",2016-11-09,"DAL","GSW",53,11,30939,"Wednesday",22:30:00,"LOCAL",19596,"NO",5,2,0,0,0,2,33,0
"99",21600117,"2016-17",2016-11-10,"NOP","MIL",6,25,19504,"Thursday",20:00:00,"LOCAL",12159,"NO",4,0,2,3,7,3,5,15
"100",21600118,"2016-17",2016-11-10,"CHI","MIA",43,29,33327,"Thursday",20:00:00,"TNT",19600,"NO",2,4,9,10,6,8,8,6
"101",21600120,"2016-17",2016-11-10,"LAL","SAC",18,15,21465,"Thursday",22:30:00,"TNT",17608,"NO",4,4,2,2,2,0,19,10
"102",21600121,"2016-17",2016-11-11,"IND","PHI",25,17,26058,"Friday",19:00:00,"LOCAL",17643,"OT",0,4,8,8,5,10,7,14
"103",21600123,"2016-17",2016-11-11,"TOR","CHA",28,44,18236,"Friday",19:00:00,"LOCAL",18107,"NO",6,5,2,2,3,2,10,16
"104",21600124,"2016-17",2016-11-11,"UTA","ORL",22,24,8935,"Friday",19:00:00,"LOCAL",18846,"NO",3,5,5,5,4,2,7,13
"105",21600125,"2016-17",2016-11-11,"NYK","BOS",23,16,26413,"Friday",19:30:00,"LOCAL",18624,"NO",3,3,0,0,0,1,30,0
"106",21600126,"2016-17",2016-11-11,"LAC","OKC",25,6,34404,"Friday",20:00:00,"NBATV",18203,"NO",6,7,1,2,2,4,8,11
"107",21600127,"2016-17",2016-11-11,"DET","SAS",30,10,18795,"Friday",20:30:00,"LOCAL",18418,"NO",5,4,5,5,4,4,13,6
"108",21600128,"2016-17",2016-11-11,"SAC","POR",46,25,19891,"Friday",22:00:00,"LOCAL",19918,"OT",5,4,7,7,2,9,12,7
"109",21600129,"2016-17",2016-11-12,"LAL","NOP",22,7,31346,"Saturday",19:00:00,"LOCAL",17138,"NO",1,5,4,5,5,5,6,29
"110",21600131,"2016-17",2016-11-12,"NYK","TOR",38,55,28280,"Saturday",19:30:00,"LOCAL",19800,"NO",6,3,14,13,9,11,11,5
"111",21600135,"2016-17",2016-11-12,"LAC","MIN",44,14,17917,"Saturday",20:00:00,"LOCAL",14494,"NO",2,8,2,2,4,2,2,19
"112",21600136,"2016-17",2016-11-12,"UTA","MIA",31,26,7971,"Saturday",20:00:00,"LOCAL",19600,"NO",2,6,1,2,3,1,2,21
"113",21600137,"2016-17",2016-11-12,"MEM","MIL",15,23,10469,"Saturday",20:30:00,"LOCAL",14327,"NO",4,4,3,3,0,6,14,1
"114",21600139,"2016-17",2016-11-12,"BKN","PHX",31,13,9926,"Saturday",21:00:00,"LOCAL",17126,"NO",3,3,2,3,1,1,5,20
"115",21600141,"2016-17",2016-11-13,"ORL","OKC",22,5,28191,"Sunday",19:00:00,"LOCAL",18203,"NO",6,3,5,5,3,4,4,21
"116",21600142,"2016-17",2016-11-13,"LAL","MIN",45,32,27046,"Sunday",19:00:00,"LOCAL",14432,"NO",2,6,3,3,0,0,26,3
"117",21600143,"2016-17",2016-11-13,"PHX","GSW",21,14,39426,"Sunday",20:00:00,"LOCAL",19596,"NO",7,3,7,7,3,5,14,9
"118",21600144,"2016-17",2016-11-13,"DEN","POR",20,28,13463,"Sunday",21:00:00,"LOCAL",19362,"NO",6,3,3,2,2,0,16,17
"119",21600145,"2016-17",2016-11-14,"ORL","IND",46,23,14038,"Monday",19:00:00,"LOCAL",14825,"NO",4,4,3,3,0,1,21,6
"120",21600146,"2016-17",2016-11-14,"DAL","NYK",22,22,21157,"Monday",19:30:00,"LOCAL",19812,"NO",3,2,4,4,3,2,23,10
"121",21600150,"2016-17",2016-11-14,"MIA","SAS",22,9,15588,"Monday",20:30:00,"LOCAL",18418,"NO",7,2,1,0,1,0,18,4
"122",21600151,"2016-17",2016-11-14,"MEM","UTA",10,27,12146,"Monday",21:00:00,"LOCAL",18176,"NO",7,4,3,3,8,1,2,13
"123",21600152,"2016-17",2016-11-14,"BKN","LAC",35,25,13046,"Monday",22:30:00,"LOCAL",19060,"NO",9,4,1,0,1,0,40,2
"124",21600153,"2016-17",2016-11-15,"TOR","CLE",34,10,40979,"Tuesday",19:00:00,"NBATV",20562,"NO",8,7,5,4,4,5,12,7
"125",21600154,"2016-17",2016-11-15,"ATL","MIA",29,31,19854,"Tuesday",19:30:00,"LOCAL",19600,"NO",2,7,4,5,0,3,8,10
"126",21600155,"2016-17",2016-11-15,"CHA","MIN",30,15,16568,"Tuesday",20:00:00,"LOCAL",10349,"NO",3,6,8,8,9,0,14,10
"127",21600156,"2016-17",2016-11-15,"CHI","POR",27,27,18934,"Tuesday",22:00:00,"NBATV",19393,"NO",7,6,0,0,0,0,0,26
"128",21600157,"2016-17",2016-11-15,"BKN","LAL",58,18,25781,"Tuesday",22:30:00,"LOCAL",18426,"NO",6,4,5,5,5,2,13,5
"129",21600158,"2016-17",2016-11-16,"WAS","PHI",13,16,15267,"Wednesday",19:00:00,"LOCAL",14863,"NO",1,2,1,0,2,0,24,2
"130",21600159,"2016-17",2016-11-16,"NOP","ORL",5,25,8359,"Wednesday",19:00:00,"LOCAL",16127,"NO",4,2,5,5,1,2,15,3
"131",21600161,"2016-17",2016-11-16,"DAL","BOS",22,17,11430,"Wednesday",19:30:00,"LOCAL",18624,"NO",5,2,3,3,1,4,12,4
"132",21600164,"2016-17",2016-11-16,"HOU","OKC",15,6,30143,"Wednesday",20:00:00,"LOCAL",18203,"NO",6,6,2,2,6,3,13,11
"133",21600165,"2016-17",2016-11-16,"GSW","TOR",14,73,39188,"Wednesday",20:00:00,"ESPN",21050,"NO",7,8,1,2,2,1,10,19
"134",21600166,"2016-17",2016-11-16,"PHX","DEN",13,16,6777,"Wednesday",21:00:00,"LOCAL",10247,"NO",3,3,0,0,0,1,20,0
"135",21600167,"2016-17",2016-11-16,"MEM","LAC",17,29,21758,"Wednesday",22:30:00,"ESPN",19060,"NO",10,5,5,5,3,4,5,16
"136",21600168,"2016-17",2016-11-16,"SAS","SAC",9,13,14713,"Wednesday",22:30:00,"LOCAL",17608,"NO",4,8,2,2,1,1,3,18
"137",21600169,"2016-17",2016-11-17,"NYK","WAS",43,20,23430,"Thursday",19:00:00,"LOCAL",16704,"NO",2,5,1,0,0,1,27,6
"138",21600171,"2016-17",2016-11-17,"POR","HOU",30,33,15024,"Thursday",20:00:00,"LOCAL",15550,"NO",6,7,2,1,1,2,25,6
"139",21600172,"2016-17",2016-11-17,"PHI","MIN",28,16,12168,"Thursday",20:00:00,"TNT",16866,"NO",3,2,1,1,0,2,33,1
"140",21600173,"2016-17",2016-11-17,"CHI","UTA",29,25,17728,"Thursday",22:30:00,"TNT",19911,"NO",7,7,8,8,3,2,5,17
"141",21600174,"2016-17",2016-11-18,"ATL","CHA",27,31,18471,"Friday",19:00:00,"LOCAL",17989,"NO",7,9,10,9,4,0,8,10
"142",21600175,"2016-17",2016-11-18,"DET","CLE",28,9,22137,"Friday",19:30:00,"LOCAL",20562,"NO",9,6,2,1,0,1,33,6
"143",21600177,"2016-17",2016-11-18,"POR","NOP",37,6,9482,"Friday",20:00:00,"LOCAL",15552,"NO",2,7,6,6,1,2,20,2
"144",21600179,"2016-17",2016-11-18,"GSW","BOS",14,21,31186,"Friday",20:00:00,"ESPN",18624,"NO",6,9,0,1,3,4,3,30
"145",21600180,"2016-17",2016-11-18,"MEM","DAL",14,29,7881,"Friday",20:30:00,"LOCAL",19715,"NO",2,6,3,4,2,2,5,22
"146",21600181,"2016-17",2016-11-18,"TOR","DEN",29,15,15187,"Friday",21:00:00,"LOCAL",12476,"OT",4,7,13,13,3,3,8,12
"147",21600182,"2016-17",2016-11-18,"SAS","LAL",9,20,26190,"Friday",22:30:00,"LOCAL",18997,"NO",7,9,2,2,2,0,5,17
"148",21600183,"2016-17",2016-11-18,"LAC","SAC",23,12,14178,"Friday",22:30:00,"ESPN",17608,"NO",4,10,0,1,0,3,4,26
"149",21600184,"2016-17",2016-11-19,"UTA","HOU",31,22,23656,"Saturday",17:00:00,"LOCAL",14760,"NO",7,7,3,2,2,2,16,3
"150",21600185,"2016-17",2016-11-19,"CHA","NOP",57,8,22051,"Saturday",19:00:00,"LOCAL",15739,"OT",3,8,6,6,4,6,5,14
"151",21600186,"2016-17",2016-11-19,"MIA","WAS",17,10,12463,"Saturday",19:00:00,"LOCAL",15848,"NO",3,3,9,10,2,4,7,17
"152",21600187,"2016-17",2016-11-19,"DAL","ORL",40,30,9890,"Saturday",19:00:00,"LOCAL",18846,"NO",5,2,3,3,3,5,9,5
"153",21600188,"2016-17",2016-11-19,"BOS","DET",46,62,15869,"Saturday",19:00:00,"LOCAL",16107,"NO",6,6,9,10,5,4,7,9
"154",21600189,"2016-17",2016-11-19,"PHX","PHI",19,16,11301,"Saturday",19:30:00,"LOCAL",18125,"NO",2,4,0,0,0,3,29,0
"155",21600190,"2016-17",2016-11-19,"MIN","MEM",15,28,13000,"Saturday",20:00:00,"NBATV",17112,"NO",7,4,6,6,4,5,25,3
"156",21600191,"2016-17",2016-11-19,"GSW","MIL",28,36,37770,"Saturday",20:30:00,"LOCAL",18717,"NO",5,10,6,7,2,6,9,14
"157",21600193,"2016-17",2016-11-20,"ATL","NYK",44,38,26525,"Sunday",12:00:00,"LOCAL",19812,"NO",5,9,3,2,0,0,15,3
"158",21600194,"2016-17",2016-11-20,"POR","BKN",30,45,17475,"Sunday",15:30:00,"LOCAL",16608,"NO",4,7,3,3,4,3,3,23
"159",21600195,"2016-17",2016-11-20,"IND","OKC",28,6,33431,"Sunday",19:00:00,"LOCAL",18203,"OT",8,6,2,2,5,2,4,15
"160",21600197,"2016-17",2016-11-20,"UTA","DEN",29,15,7274,"Sunday",21:00:00,"LOCAL",12565,"NO",4,7,1,0,0,0,20,2
"161",21600198,"2016-17",2016-11-20,"CHI","LAL",61,20,29265,"Sunday",21:30:00,"LOCAL",18997,"NO",7,8,3,3,4,1,10,15
"162",21600199,"2016-17",2016-11-21,"MIA","PHI",22,19,17913,"Monday",19:00:00,"LOCAL",16477,"NO",3,4,3,2,1,7,10,8
"163",21600200,"2016-17",2016-11-21,"PHX","WAS",10,11,10283,"Monday",19:00:00,"LOCAL",12790,"NO",3,4,10,10,7,6,7,11
"164",21600202,"2016-17",2016-11-21,"GSW","IND",13,54,29362,"Monday",19:00:00,"LOCAL",17923,"NO",7,11,0,1,0,0,2,37
"165",21600204,"2016-17",2016-11-21,"ORL","MIL",22,28,9893,"Monday",20:00:00,"LOCAL",12306,"NO",5,6,4,3,2,3,9,14
"166",21600205,"2016-17",2016-11-21,"BOS","MIN",16,12,16458,"Monday",20:00:00,"LOCAL",13167,"NO",4,7,1,2,3,3,15,8
"167",21600207,"2016-17",2016-11-21,"TOR","LAC",64,23,24465,"Monday",22:30:00,"LOCAL",19060,"NO",12,8,4,4,0,4,17,4
"168",21600208,"2016-17",2016-11-22,"POR","NYK",22,23,29689,"Tuesday",19:30:00,"LOCAL",19812,"NO",6,8,10,10,7,4,7,9
"169",21600209,"2016-17",2016-11-22,"NOP","ATL",4,30,15326,"Tuesday",19:30:00,"NBATV",19120,"NO",9,4,1,2,0,2,3,35
"170",21600210,"2016-17",2016-11-22,"CHI","DEN",31,16,23234,"Tuesday",21:00:00,"LOCAL",14328,"NO",5,9,2,1,4,9,10,14
"171",21600211,"2016-17",2016-11-22,"OKC","LAL",5,17,36747,"Tuesday",22:30:00,"NBATV",18997,"NO",7,8,7,7,3,4,14,4
"172",21600212,"2016-17",2016-11-23,"MEM","PHI",13,18,21969,"Day Before Thanksgiving",19:00:00,"LOCAL",15880,"NO",4,9,2,2,5,1,11,6
"173",21600213,"2016-17",2016-11-23,"SAS","CHA",10,30,22375,"Day Before Thanksgiving",19:00:00,"ESPN",18515,"NO",8,11,16,16,7,9,5,8
"174",21600214,"2016-17",2016-11-23,"PHX","ORL",12,26,6173,"Day Before Thanksgiving",19:00:00,"LOCAL",17069,"NO",6,4,4,4,4,2,4,12
"175",21600215,"2016-17",2016-11-23,"POR","CLE",44,8,35224,"Day Before Thanksgiving",19:00:00,"LOCAL",20562,"NO",10,8,0,0,0,1,23,0
