"","Game_ID","Season","Game_Date","Away_Team","Home_Team","Rounded.Viewers"
"62",21600075,"2016-17","11/4/2016","PHX","NOP",19451
"63",21600076,"2016-17","11/4/2016","POR","DAL",12324
"64",21600077,"2016-17","11/4/2016","SAS","UTA",18885
"65",21600078,"2016-17","11/4/2016","GSW","LAL",50226
"66",21600079,"2016-17","11/5/2016","MIN","OKC",34055
"67",21600080,"2016-17","11/5/2016","CLE","PHI",54229
"68",21600081,"2016-17","11/5/2016","WAS","ORL",13713
"69",21600083,"2016-17","11/5/2016","CHI","IND",17387
"70",21600084,"2016-17","11/5/2016","HOU","ATL",19454
"71",21600085,"2016-17","11/5/2016","SAC","MIL",14313
"72",21600086,"2016-17","11/5/2016","LAC","SAS",35096
"73",21600087,"2016-17","11/6/2016","UTA","NYK",32867
"74",21600088,"2016-17","11/6/2016","POR","MEM",22621
"75",21600089,"2016-17","11/6/2016","SAC","TOR",19734
"76",21600090,"2016-17","11/6/2016","MIL","DAL",19651
"77",21600091,"2016-17","11/6/2016","DEN","BOS",13062
"78",21600092,"2016-17","11/6/2016","PHX","LAL",23222
"79",21600094,"2016-17","11/7/2016","HOU","WAS",20057
"80",21600095,"2016-17","11/7/2016","IND","CHA",13954
"81",21600097,"2016-17","11/7/2016","MIA","OKC",21952
"82",21600098,"2016-17","11/7/2016","DET","LAC",14044
"83",21600099,"2016-17","11/7/2016","NOP","GSW",42524
"84",21600100,"2016-17","11/8/2016","ATL","CLE",44960
"85",21600101,"2016-17","11/8/2016","MIN","BKN",18683
"86",21600102,"2016-17","11/8/2016","DEN","MEM",16643
"87",21600103,"2016-17","11/8/2016","PHX","POR",16491
"88",21600104,"2016-17","11/8/2016","DAL","LAL",24491
"89",21600105,"2016-17","11/8/2016","NOP","SAC",9374
"90",21600106,"2016-17","11/9/2016","BKN","NYK",23224
"91",21600107,"2016-17","11/9/2016","BOS","WAS",11471
"92",21600108,"2016-17","11/9/2016","UTA","CHA",9833
"93",21600109,"2016-17","11/9/2016","MIN","ORL",10826
"94",21600110,"2016-17","11/9/2016","PHI","IND",18285
"95",21600111,"2016-17","11/9/2016","CHI","ATL",19354
"96",21600114,"2016-17","11/9/2016","HOU","SAS",30160
"97",21600115,"2016-17","11/9/2016","POR","LAC",14308
"98",21600116,"2016-17","11/9/2016","DAL","GSW",30939
"99",21600117,"2016-17","11/10/2016","NOP","MIL",19504
"100",21600118,"2016-17","11/10/2016","CHI","MIA",33327
"101",21600120,"2016-17","11/10/2016","LAL","SAC",21465
"102",21600121,"2016-17","11/11/2016","IND","PHI",26058
"103",21600123,"2016-17","11/11/2016","TOR","CHA",18236
"104",21600124,"2016-17","11/11/2016","UTA","ORL",8935
"105",21600125,"2016-17","11/11/2016","NYK","BOS",26413
"106",21600126,"2016-17","11/11/2016","LAC","OKC",34404
"107",21600127,"2016-17","11/11/2016","DET","SAS",18795
"108",21600128,"2016-17","11/11/2016","SAC","POR",19891
"109",21600129,"2016-17","11/12/2016","LAL","NOP",31346
"110",21600131,"2016-17","11/12/2016","NYK","TOR",28280
"111",21600135,"2016-17","11/12/2016","LAC","MIN",17917
"112",21600136,"2016-17","11/12/2016","UTA","MIA",7971
"113",21600137,"2016-17","11/12/2016","MEM","MIL",10469
"114",21600139,"2016-17","11/12/2016","BKN","PHX",9926
"115",21600141,"2016-17","11/13/2016","ORL","OKC",28191
"116",21600142,"2016-17","11/13/2016","LAL","MIN",27046
"117",21600143,"2016-17","11/13/2016","PHX","GSW",39426
"118",21600144,"2016-17","11/13/2016","DEN","POR",13463
"119",21600145,"2016-17","11/14/2016","ORL","IND",14038
"120",21600146,"2016-17","11/14/2016","DAL","NYK",21157
"121",21600150,"2016-17","11/14/2016","MIA","SAS",15588
"122",21600151,"2016-17","11/14/2016","MEM","UTA",12146
"123",21600152,"2016-17","11/14/2016","BKN","LAC",13046
"124",21600153,"2016-17","11/15/2016","TOR","CLE",40979
"125",21600154,"2016-17","11/15/2016","ATL","MIA",19854
"126",21600155,"2016-17","11/15/2016","CHA","MIN",16568
"127",21600156,"2016-17","11/15/2016","CHI","POR",18934
"128",21600157,"2016-17","11/15/2016","BKN","LAL",25781
"129",21600158,"2016-17","11/16/2016","WAS","PHI",15267
"130",21600159,"2016-17","11/16/2016","NOP","ORL",8359
"131",21600161,"2016-17","11/16/2016","DAL","BOS",11430
"132",21600164,"2016-17","11/16/2016","HOU","OKC",30143
"133",21600165,"2016-17","11/16/2016","GSW","TOR",39188
"134",21600166,"2016-17","11/16/2016","PHX","DEN",6777
"135",21600167,"2016-17","11/16/2016","MEM","LAC",21758
"136",21600168,"2016-17","11/16/2016","SAS","SAC",14713
"137",21600169,"2016-17","11/17/2016","NYK","WAS",23430
"138",21600171,"2016-17","11/17/2016","POR","HOU",15024
"139",21600172,"2016-17","11/17/2016","PHI","MIN",12168
"140",21600173,"2016-17","11/17/2016","CHI","UTA",17728
"141",21600174,"2016-17","11/18/2016","ATL","CHA",18471
"142",21600175,"2016-17","11/18/2016","DET","CLE",22137
"143",21600177,"2016-17","11/18/2016","POR","NOP",9482
"144",21600179,"2016-17","11/18/2016","GSW","BOS",31186
"145",21600180,"2016-17","11/18/2016","MEM","DAL",7881
"146",21600181,"2016-17","11/18/2016","TOR","DEN",15187
"147",21600182,"2016-17","11/18/2016","SAS","LAL",26190
"148",21600183,"2016-17","11/18/2016","LAC","SAC",14178
"149",21600184,"2016-17","11/19/2016","UTA","HOU",23656
"150",21600185,"2016-17","11/19/2016","CHA","NOP",22051
"151",21600186,"2016-17","11/19/2016","MIA","WAS",12463
"152",21600187,"2016-17","11/19/2016","DAL","ORL",9890
"153",21600188,"2016-17","11/19/2016","BOS","DET",15869
"154",21600189,"2016-17","11/19/2016","PHX","PHI",11301
"155",21600190,"2016-17","11/19/2016","MIN","MEM",13000
"156",21600191,"2016-17","11/19/2016","GSW","MIL",37770
"157",21600193,"2016-17","11/20/2016","ATL","NYK",26525
"158",21600194,"2016-17","11/20/2016","POR","BKN",17475
"159",21600195,"2016-17","11/20/2016","IND","OKC",33431
"160",21600197,"2016-17","11/20/2016","UTA","DEN",7274
"161",21600198,"2016-17","11/20/2016","CHI","LAL",29265
"162",21600199,"2016-17","11/21/2016","MIA","PHI",17913
"163",21600200,"2016-17","11/21/2016","PHX","WAS",10283
"164",21600202,"2016-17","11/21/2016","GSW","IND",29362
"165",21600204,"2016-17","11/21/2016","ORL","MIL",9893
"166",21600205,"2016-17","11/21/2016","BOS","MIN",16458
"167",21600207,"2016-17","11/21/2016","TOR","LAC",24465
"168",21600208,"2016-17","11/22/2016","POR","NYK",29689
"169",21600209,"2016-17","11/22/2016","NOP","ATL",15326
"170",21600210,"2016-17","11/22/2016","CHI","DEN",23234
"171",21600211,"2016-17","11/22/2016","OKC","LAL",36747
"172",21600212,"2016-17","11/23/2016","MEM","PHI",21969
"173",21600213,"2016-17","11/23/2016","SAS","CHA",22375
"174",21600214,"2016-17","11/23/2016","PHX","ORL",6173
"175",21600215,"2016-17","11/23/2016","POR","CLE",35224
"176",21600216,"2016-17","11/23/2016","ATL","IND",7431
"177",21600218,"2016-17","11/23/2016","MIA","DET",6105
"178",21600219,"2016-17","11/23/2016","TOR","HOU",14694
"179",21600221,"2016-17","11/23/2016","DEN","UTA",5940
"180",21600222,"2016-17","11/23/2016","MIN","NOP",14783
"181",21600223,"2016-17","11/23/2016","LAL","GSW",36581
"182",21600224,"2016-17","11/23/2016","OKC","SAC",14319
"183",21600225,"2016-17","11/25/2016","SAS","BOS",28987
"184",21600226,"2016-17","11/25/2016","WAS","ORL",14862
"185",21600227,"2016-17","11/25/2016","DAL","CLE",25988
"186",21600228,"2016-17","11/25/2016","CHA","NYK",27379
"187",21600230,"2016-17","11/25/2016","LAC","DET",17516
"188",21600231,"2016-17","11/25/2016","ATL","UTA",6643
"189",21600232,"2016-17","11/25/2016","TOR","MIL",15468
"190",21600233,"2016-17","11/25/2016","MIA","MEM",6767
"191",21600234,"2016-17","11/25/2016","BKN","IND",4767
"192",21600235,"2016-17","11/25/2016","OKC","DEN",23764
"193",21600236,"2016-17","11/25/2016","MIN","PHX",10789
"194",21600237,"2016-17","11/25/2016","NOP","POR",11599
"195",21600238,"2016-17","11/25/2016","GSW","LAL",35529
"196",21600239,"2016-17","11/25/2016","HOU","SAC",9249
"197",21600240,"2016-17","11/26/2016","SAS","WAS",19953
"198",21600241,"2016-17","11/26/2016","NYK","CHA",28648
"199",21600243,"2016-17","11/26/2016","MEM","MIA",16264
"200",21600244,"2016-17","11/26/2016","MIN","GSW",38532
"201",21600245,"2016-17","11/27/2016","CLE","PHI",34859
"202",21600247,"2016-17","11/27/2016","SAC","BKN",9640
"203",21600248,"2016-17","11/27/2016","MIL","ORL",8776
"204",21600249,"2016-17","11/27/2016","LAC","IND",15987
"205",21600251,"2016-17","11/27/2016","HOU","POR",14172
"206",21600252,"2016-17","11/27/2016","ATL","LAL",18956
"207",21600253,"2016-17","11/28/2016","SAC","WAS",16111
"208",21600254,"2016-17","11/28/2016","PHI","TOR",9669
"209",21600255,"2016-17","11/28/2016","OKC","NYK",30631
"210",21600256,"2016-17","11/28/2016","BOS","MIA",11282
"211",21600257,"2016-17","11/28/2016","CHA","MEM",5784
"212",21600258,"2016-17","11/28/2016","UTA","MIN",14293
"213",21600259,"2016-17","11/28/2016","ATL","GSW",37234
"214",21600260,"2016-17","11/29/2016","DET","CHA",13483
"215",21600262,"2016-17","11/29/2016","CLE","MIL",30876
"216",21600263,"2016-17","11/29/2016","LAL","NOP",14674
"217",21600264,"2016-17","11/29/2016","ORL","SAS",14272
"218",21600265,"2016-17","11/29/2016","HOU","UTA",13192
"219",21600267,"2016-17","11/30/2016","DET","BOS",14636
"220",21600268,"2016-17","11/30/2016","MEM","TOR",12089
"221",21600269,"2016-17","11/30/2016","LAL","CHI",27306
"222",21600270,"2016-17","11/30/2016","WAS","OKC",23238
"223",21600271,"2016-17","11/30/2016","NYK","MIN",23718
"224",21600272,"2016-17","11/30/2016","SAS","DAL",14271
"225",21600273,"2016-17","11/30/2016","MIA","DEN",7407
"226",21600274,"2016-17","11/30/2016","ATL","PHX",9606
"227",21600275,"2016-17","11/30/2016","IND","POR",9376
"228",21600277,"2016-17","12/1/2016","MIL","BKN",12311
"229",21600278,"2016-17","12/1/2016","ORL","MEM",12176
"230",21600279,"2016-17","12/1/2016","LAC","CLE",41615
"231",21600280,"2016-17","12/1/2016","MIA","UTA",13560
"232",21600281,"2016-17","12/1/2016","HOU","GSW",51648
"233",21600282,"2016-17","12/2/2016","ORL","PHI",14635
"234",21600283,"2016-17","12/2/2016","SAC","BOS",15651
"235",21600284,"2016-17","12/2/2016","LAL","TOR",14877
"236",21600285,"2016-17","12/2/2016","MIN","NYK",22862
"237",21600286,"2016-17","12/2/2016","CLE","CHI",46093
"238",21600288,"2016-17","12/2/2016","DET","ATL",5376
"239",21600289,"2016-17","12/2/2016","WAS","SAS",22345
"240",21600290,"2016-17","12/2/2016","HOU","DEN",13327
"241",21600291,"2016-17","12/3/2016","BKN","MIL",17952
"242",21600293,"2016-17","12/3/2016","ATL","TOR",10938
"243",21600294,"2016-17","12/3/2016","BOS","PHI",17192
"244",21600296,"2016-17","12/3/2016","CHI","DAL",12441
"245",21600298,"2016-17","12/3/2016","MIA","POR",10762
"246",21600300,"2016-17","12/4/2016","ORL","DET",13916
"247",21600301,"2016-17","12/4/2016","NOP","OKC",25609
"248",21600302,"2016-17","12/4/2016","SAC","NYK",23499
"249",21600303,"2016-17","12/4/2016","IND","LAC",19669
"250",21600305,"2016-17","12/5/2016","CLE","TOR",34190
"251",21600306,"2016-17","12/5/2016","WAS","BKN",8450
"252",21600307,"2016-17","12/5/2016","OKC","ATL",22026
"253",21600309,"2016-17","12/5/2016","SAS","MIL",20959
"254",21600311,"2016-17","12/5/2016","BOS","HOU",18199
"255",21600312,"2016-17","12/5/2016","CHA","DAL",7203
"256",21600313,"2016-17","12/5/2016","UTA","LAL",14847
"257",21600316,"2016-17","12/6/2016","NYK","MIA",24024
"258",21600317,"2016-17","12/6/2016","CHI","DET",17294
"259",21600318,"2016-17","12/6/2016","PHI","MEM",13211
"260",21600319,"2016-17","12/6/2016","SAS","MIN",22517
"261",21600320,"2016-17","12/6/2016","PHX","UTA",11534
"262",21600321,"2016-17","12/7/2016","DET","CHA",11351
"263",21600322,"2016-17","12/7/2016","BOS","ORL",12283
"264",21600324,"2016-17","12/7/2016","MIA","ATL",9010
"265",21600325,"2016-17","12/7/2016","POR","MIL",14175
"266",21600326,"2016-17","12/7/2016","LAL","HOU",13980
"267",21600327,"2016-17","12/7/2016","CLE","NYK",29581
"268",21600328,"2016-17","12/7/2016","SAC","DAL",5694
"269",21600329,"2016-17","12/7/2016","IND","PHX",6727
"270",21600330,"2016-17","12/7/2016","GSW","LAC",38097
"271",21600331,"2016-17","12/8/2016","MIN","TOR",25777
"272",21600332,"2016-17","12/8/2016","DEN","WAS",14510
"273",21600333,"2016-17","12/8/2016","POR","MEM",16149
"274",21600334,"2016-17","12/8/2016","PHI","NOP",13993
"275",21600335,"2016-17","12/8/2016","GSW","UTA",36514
"276",21600336,"2016-17","12/8/2016","SAS","CHI",31486
"277",21600338,"2016-17","12/9/2016","MIA","CLE",33149
"278",21600339,"2016-17","12/9/2016","TOR","BOS",21257
"279",21600340,"2016-17","12/9/2016","ATL","MIL",17048
"280",21600341,"2016-17","12/9/2016","HOU","OKC",43209
"281",21600342,"2016-17","12/9/2016","DET","MIN",9466
"282",21600343,"2016-17","12/9/2016","IND","DAL",11289
"283",21600344,"2016-17","12/9/2016","PHX","LAL",19042
"284",21600345,"2016-17","12/9/2016","NYK","SAC",22565
"285",21600346,"2016-17","12/10/2016","MIL","WAS",15249
"286",21600347,"2016-17","12/10/2016","DEN","ORL",8331
"287",21600349,"2016-17","12/10/2016","CHA","CLE",27697
"288",21600350,"2016-17","12/10/2016","MIA","CHI",15729
"289",21600352,"2016-17","12/10/2016","DAL","HOU",10651
"290",21600353,"2016-17","12/10/2016","BKN","SAS",10809
"291",21600354,"2016-17","12/10/2016","SAC","UTA",8920
"292",21600356,"2016-17","12/11/2016","PHI","DET",14610
"293",21600357,"2016-17","12/11/2016","BOS","OKC",28555
"294",21600358,"2016-17","12/11/2016","GSW","MIN",36628
"295",21600359,"2016-17","12/11/2016","NOP","PHX",14981
"296",21600360,"2016-17","12/11/2016","NYK","LAL",26368
"297",21600361,"2016-17","12/12/2016","CHA","IND",14695
"298",21600362,"2016-17","12/12/2016","MIL","TOR",14272
"299",21600363,"2016-17","12/12/2016","WAS","MIA",10950
"300",21600364,"2016-17","12/12/2016","BKN","HOU",20336
"301",21600365,"2016-17","12/12/2016","DEN","DAL",7470
"302",21600366,"2016-17","12/12/2016","POR","LAC",25701
"303",21600367,"2016-17","12/12/2016","LAL","SAC",14237
"304",21600369,"2016-17","12/13/2016","ORL","ATL",11283
"305",21600370,"2016-17","12/13/2016","MIN","CHI",16207
"306",21600371,"2016-17","12/13/2016","GSW","NOP",37723
"307",21600372,"2016-17","12/13/2016","NYK","PHX",21967
"308",21600373,"2016-17","12/13/2016","OKC","POR",17115
"309",21600375,"2016-17","12/14/2016","CHA","WAS",9596
"310",21600376,"2016-17","12/14/2016","LAC","ORL",13838
"311",21600377,"2016-17","12/14/2016","IND","MIA",9524
"312",21600380,"2016-17","12/14/2016","SAC","HOU",8518
"313",21600381,"2016-17","12/14/2016","DET","DAL",5489
"314",21600383,"2016-17","12/14/2016","BOS","SAS",13996
"315",21600384,"2016-17","12/15/2016","CHI","MIL",19798
"316",21600385,"2016-17","12/15/2016","IND","NOP",13701
"317",21600386,"2016-17","12/15/2016","POR","DEN",8674
"318",21600387,"2016-17","12/15/2016","SAS","PHX",14495
"319",21600388,"2016-17","12/15/2016","NYK","GSW",31120
"320",21600389,"2016-17","12/16/2016","DET","WAS",10338
"321",21600390,"2016-17","12/16/2016","BKN","ORL",12414
"322",21600392,"2016-17","12/16/2016","ATL","TOR",15441
"323",21600393,"2016-17","12/16/2016","MIL","CHI",11479
"324",21600395,"2016-17","12/16/2016","NOP","HOU",10596
"325",21600397,"2016-17","12/16/2016","LAC","MIA",14927
"326",21600398,"2016-17","12/16/2016","DAL","UTA",12686
"327",21600399,"2016-17","12/17/2016","PHX","OKC",24417
"328",21600400,"2016-17","12/17/2016","IND","DET",11647
"329",21600401,"2016-17","12/17/2016","CHA","ATL",11070
"330",21600402,"2016-17","12/17/2016","LAL","CLE",32129
"331",21600403,"2016-17","12/17/2016","HOU","MIN",24420
"332",21600404,"2016-17","12/17/2016","NYK","DEN",15253
"333",21600405,"2016-17","12/17/2016","POR","GSW",27824
"334",21600406,"2016-17","12/18/2016","LAC","WAS",22953
"335",21600407,"2016-17","12/18/2016","UTA","MEM",10706
"336",21600409,"2016-17","12/18/2016","TOR","ORL",8868
"337",21600411,"2016-17","12/18/2016","SAC","DAL",10608
"338",21600412,"2016-17","12/18/2016","NOP","SAS",22055
"339",21600413,"2016-17","12/19/2016","WAS","IND",14770
"340",21600414,"2016-17","12/19/2016","DET","CHI",8740
"341",21600415,"2016-17","12/19/2016","ATL","OKC",20034
"342",21600416,"2016-17","12/19/2016","PHX","MIN",7971
"343",21600417,"2016-17","12/19/2016","DAL","DEN",6684
"344",21600418,"2016-17","12/20/2016","NOP","PHI",7252
"345",21600419,"2016-17","12/20/2016","LAL","CHA",13807
"346",21600420,"2016-17","12/20/2016","BKN","TOR",5006
"347",21600421,"2016-17","12/20/2016","IND","NYK",9063
"348",21600422,"2016-17","12/20/2016","ORL","MIA",7937
"349",21600423,"2016-17","12/20/2016","CLE","MIL",20185
"350",21600424,"2016-17","12/20/2016","BOS","MEM",10935
"351",21600425,"2016-17","12/20/2016","SAS","HOU",20773
"352",21600426,"2016-17","12/20/2016","DEN","LAC",6555
"353",21600429,"2016-17","12/21/2016","MIL","CLE",21277
"354",21600430,"2016-17","12/21/2016","MIN","ATL",9723
"355",21600431,"2016-17","12/21/2016","MEM","DET",5056
"356",21600432,"2016-17","12/21/2016","WAS","CHI",9090
"357",21600433,"2016-17","12/21/2016","OKC","NOP",12199
"358",21600434,"2016-17","12/21/2016","SAC","UTA",8904
"359",21600435,"2016-17","12/21/2016","HOU","PHX",8405
"360",21600436,"2016-17","12/21/2016","DAL","POR",10124
"361",21600437,"2016-17","12/22/2016","GSW","BKN",25436
"362",21600439,"2016-17","12/22/2016","LAL","MIA",14238
"363",21600440,"2016-17","12/22/2016","BOS","IND",10481
"364",21600441,"2016-17","12/22/2016","SAS","LAC",20557
"365",21600442,"2016-17","12/23/2016","CHI","CHA",10035
"366",21600443,"2016-17","12/23/2016","LAL","ORL",9226
"367",21600446,"2016-17","12/23/2016","GSW","DET",26312
"368",21600447,"2016-17","12/23/2016","WAS","MIL",4129
"369",21600449,"2016-17","12/23/2016","MIA","NOP",3895
"370",21600450,"2016-17","12/23/2016","SAC","MIN",7669
"371",21600451,"2016-17","12/23/2016","ATL","DEN",7373
"372",21600452,"2016-17","12/23/2016","TOR","UTA",6959
"373",21600455,"2016-17","12/23/2016","DAL","LAC",11272
"374",21600456,"2016-17","12/25/2016","BOS","NYK",32984
"375",21600457,"2016-17","12/25/2016","GSW","CLE",70992
"376",21600458,"2016-17","12/25/2016","CHI","SAS",28199
"377",21600460,"2016-17","12/25/2016","LAC","LAL",16723
"378",21600461,"2016-17","12/26/2016","MIL","WAS",13057
"379",21600462,"2016-17","12/26/2016","MEM","ORL",5895
"380",21600464,"2016-17","12/26/2016","CLE","DET",17948
"381",21600465,"2016-17","12/26/2016","IND","CHI",11375
"382",21600466,"2016-17","12/26/2016","DAL","NOP",6402
"383",21600467,"2016-17","12/26/2016","PHX","HOU",6948
"384",21600468,"2016-17","12/26/2016","ATL","MIN",4242
"385",21600469,"2016-17","12/26/2016","TOR","POR",10840
"386",21600470,"2016-17","12/26/2016","DEN","LAC",8670
"387",21600471,"2016-17","12/26/2016","PHI","SAC",10062
"388",21600472,"2016-17","12/27/2016","MEM","BOS",13762
"389",21600473,"2016-17","12/27/2016","OKC","MIA",17396
"390",21600474,"2016-17","12/27/2016","HOU","DAL",11990
"391",21600477,"2016-17","12/28/2016","CHA","ORL",5520
"392",21600478,"2016-17","12/28/2016","NYK","ATL",19273
"393",21600479,"2016-17","12/28/2016","MIL","DET",6972
"394",21600480,"2016-17","12/28/2016","BKN","CHI",15861
"395",21600481,"2016-17","12/28/2016","LAC","NOP",9543
"396",21600483,"2016-17","12/28/2016","MIN","DEN",8962
"397",21600484,"2016-17","12/28/2016","SAC","POR",5018
"398",21600485,"2016-17","12/28/2016","TOR","GSW",24909
"399",21600486,"2016-17","12/29/2016","MIA","CHA",10835
"400",21600487,"2016-17","12/29/2016","OKC","MEM",13049
"401",21600488,"2016-17","12/29/2016","BOS","CLE",27690
"402",21600489,"2016-17","12/29/2016","PHI","UTA",7142
"403",21600490,"2016-17","12/29/2016","TOR","PHX",8096
"404",21600492,"2016-17","12/30/2016","CHI","IND",14318
"405",21600493,"2016-17","12/30/2016","BKN","WAS",6876
"406",21600494,"2016-17","12/30/2016","MIA","BOS",15219
"407",21600495,"2016-17","12/30/2016","NYK","NOP",9722
"408",21600497,"2016-17","12/30/2016","MIL","MIN",8578
"409",21600499,"2016-17","12/30/2016","POR","SAS",9983
"410",21600500,"2016-17","12/30/2016","PHI","DEN",9964
"411",21600502,"2016-17","12/31/2016","MEM","SAC",9211
"412",21600503,"2016-17","12/31/2016","MIL","CHI",13975
"413",21600504,"2016-17","12/31/2016","NYK","HOU",24143
"414",21600505,"2016-17","12/31/2016","CLE","CHA",19981
"415",21600506,"2016-17","12/31/2016","PHX","UTA",6991
"416",21600508,"2016-17","1/1/2017","SAS","ATL",26750
"417",21600510,"2016-17","1/1/2017","ORL","IND",5362
"418",21600512,"2016-17","1/1/2017","TOR","LAL",16478
"419",21600513,"2016-17","1/2/2017","OKC","MIL",21823
"420",21600514,"2016-17","1/2/2017","NOP","CLE",19793
"421",21600515,"2016-17","1/2/2017","UTA","BKN",5798
"422",21600516,"2016-17","1/2/2017","ORL","NYK",9428
"423",21600517,"2016-17","1/2/2017","CHA","CHI",13590
"424",21600518,"2016-17","1/2/2017","WAS","HOU",10859
"425",21600519,"2016-17","1/2/2017","PHX","LAC",8082
"426",21600520,"2016-17","1/2/2017","DEN","GSW",21951
"427",21600522,"2016-17","1/3/2017","UTA","BOS",11887
"428",21600523,"2016-17","1/3/2017","IND","DET",7213
"429",21600524,"2016-17","1/3/2017","WAS","DAL",6280
"430",21600525,"2016-17","1/3/2017","TOR","SAS",13106
"431",21600526,"2016-17","1/3/2017","SAC","DEN",5507
"432",21600527,"2016-17","1/3/2017","MIA","PHX",4519
"433",21600528,"2016-17","1/3/2017","MEM","LAL",12979
"434",21600529,"2016-17","1/4/2017","OKC","CHA",14307
"435",21600530,"2016-17","1/4/2017","ATL","ORL",4347
"436",21600531,"2016-17","1/4/2017","MIL","NYK",20377
"437",21600532,"2016-17","1/4/2017","CHI","CLE",20074
"438",21600533,"2016-17","1/4/2017","MEM","LAC",6437
"439",21600534,"2016-17","1/4/2017","POR","GSW",19689
"440",21600536,"2016-17","1/5/2017","BKN","IND",6150
"441",21600537,"2016-17","1/5/2017","UTA","TOR",9235
"442",21600538,"2016-17","1/5/2017","CHA","DET",7023
"443",21600540,"2016-17","1/5/2017","OKC","HOU",26059
"444",21600542,"2016-17","1/5/2017","LAL","POR",10563
"445",21600543,"2016-17","1/5/2017","SAS","DEN",6463
"446",21600544,"2016-17","1/6/2017","MIN","WAS",13273
"447",21600545,"2016-17","1/6/2017","HOU","ORL",16296
"448",21600546,"2016-17","1/6/2017","PHI","BOS",18680
"449",21600547,"2016-17","1/6/2017","CLE","BKN",24573
"450",21600548,"2016-17","1/6/2017","NYK","MIL",27051
"451",21600549,"2016-17","1/6/2017","MIA","LAL",18315
